interaction_id,date_id,account_id,channel_id,interaction_type,interaction_rating
16171,61,3006,5,Branch Visit,4
16172,188,27396,1,Support Call,5
16173,4,17582,1,Online Query,5
16174,45,8382,4,Branch Visit,1
16175,129,11234,3,Support Call,3
16176,321,1367,5,ATM Transaction,3
16177,114,11271,5,ATM Transaction,3
16178,364,1591,1,Branch Visit,2
16179,111,14612,4,Branch Visit,5
16180,167,23613,2,Online Query,1
16181,276,14055,3,Branch Visit,3
16182,63,24138,5,ATM Transaction,5
16183,322,18377,2,ATM Transaction,1
16184,308,3316,1,Support Call,1
16185,157,25243,2,ATM Transaction,5
16186,108,3680,1,Branch Visit,3
16187,122,19478,4,Online Query,4
16188,278,25231,5,Support Call,2
16189,6,23130,5,Support Call,4
16190,16,22652,2,Branch Visit,3
16191,12,13349,2,Branch Visit,1
16192,186,8364,4,Support Call,4
16193,361,4591,5,Online Query,3
16194,343,10909,5,Online Query,3
16195,336,10336,1,Branch Visit,5
16196,335,17477,3,Online Query,3
16197,125,1974,5,Online Query,3
16198,13,15273,5,Branch Visit,2
16199,168,8976,1,Online Query,1
16200,241,12103,3,Online Query,5
16201,114,21443,3,Support Call,2
16202,342,4294,3,Branch Visit,3
16203,77,27539,3,Support Call,3
16204,261,1280,1,Support Call,1
16205,212,6957,5,Support Call,4
16206,167,28803,1,Support Call,2
16207,5,4594,1,ATM Transaction,2
16208,192,12797,5,ATM Transaction,4
16209,331,24968,1,ATM Transaction,2
16210,164,21636,4,Branch Visit,3
16211,198,29778,1,Online Query,2
16212,306,3435,3,Support Call,5
16213,105,10270,3,ATM Transaction,4
16214,352,6488,3,Support Call,1
16215,31,12524,5,Support Call,5
16216,317,22476,4,Branch Visit,4
16217,203,23413,1,Online Query,4
16218,291,28213,2,ATM Transaction,5
16219,197,23044,5,Support Call,2
16220,320,7110,4,Online Query,1
16221,277,28272,3,Online Query,3
16222,93,1677,1,Branch Visit,3
16223,117,14079,4,Branch Visit,2
16224,149,15749,2,Online Query,2
16225,263,23418,3,Online Query,2
16226,17,25563,4,Online Query,2
16227,168,29475,5,Support Call,5
16228,114,2912,2,Support Call,2
16229,44,8810,5,Branch Visit,5
16230,6,662,5,ATM Transaction,5
16231,211,22650,3,Branch Visit,5
16232,261,3716,2,Online Query,5
16233,11,17343,2,Support Call,4
16234,115,4057,2,ATM Transaction,5
16235,92,26928,2,Online Query,3
16236,290,5227,2,Branch Visit,5
16237,263,6736,5,Branch Visit,3
16238,352,17243,3,Branch Visit,2
16239,203,14717,2,Online Query,5
16240,296,826,1,Branch Visit,2
16241,176,3593,2,ATM Transaction,1
16242,183,7594,2,Support Call,3
16243,62,29870,2,Online Query,3
16244,39,11705,1,ATM Transaction,5
16245,138,7803,2,Support Call,3
16246,164,21680,4,ATM Transaction,3
16247,337,10536,5,Online Query,2
16248,236,3342,3,Branch Visit,3
16249,285,4578,5,ATM Transaction,3
16250,301,24000,4,Support Call,2
16251,355,25791,3,ATM Transaction,2
16252,101,19733,5,Online Query,3
16253,45,6130,5,Online Query,5
16254,243,14853,2,ATM Transaction,4
16255,10,29673,1,Online Query,3
16256,288,11031,4,Support Call,4
16257,290,19670,5,ATM Transaction,1
16258,352,26544,2,Branch Visit,4
16259,299,15814,3,Online Query,1
16260,97,11054,4,ATM Transaction,4
16261,61,28787,2,Branch Visit,2
16262,16,17888,3,Branch Visit,2
16263,364,4706,4,Online Query,5
16264,276,15516,4,ATM Transaction,5
16265,51,25340,4,ATM Transaction,5
16266,143,20332,3,Branch Visit,1
16267,248,12445,4,Branch Visit,1
16268,95,1817,5,ATM Transaction,4
16269,307,27000,2,Online Query,4
16270,229,28953,1,Online Query,4
16271,202,1946,3,ATM Transaction,1
16272,336,27892,2,Online Query,1
16273,35,9268,4,Online Query,3
16274,365,14789,3,Support Call,5
16275,166,16218,4,Branch Visit,2
16276,324,23597,3,ATM Transaction,4
16277,4,23375,5,Online Query,3
16278,316,6963,5,Branch Visit,3
16279,314,15422,3,Online Query,1
16280,346,3429,5,ATM Transaction,3
16281,180,4451,2,Support Call,4
16282,17,17438,1,Branch Visit,5
16283,235,2344,4,Support Call,4
16284,287,9479,5,Online Query,2
16285,198,1382,5,ATM Transaction,4
16286,355,15365,3,Online Query,3
16287,254,167,5,Support Call,1
16288,18,13429,1,Online Query,4
16289,83,19239,4,Support Call,3
16290,309,24301,5,Support Call,5
16291,87,2569,5,Support Call,5
16292,147,3323,4,Support Call,1
16293,255,27245,3,Support Call,2
16294,103,26866,5,Support Call,3
16295,29,18490,2,ATM Transaction,5
16296,71,21578,4,Branch Visit,3
16297,220,12975,4,Online Query,1
16298,340,7811,5,Online Query,3
16299,363,12900,3,Support Call,1
16300,34,2280,2,ATM Transaction,3
16301,305,26731,3,ATM Transaction,4
16302,74,21006,3,Support Call,1
16303,271,20689,4,Support Call,4
16304,302,26383,4,Branch Visit,2
16305,136,20766,3,Online Query,2
16306,32,26156,5,ATM Transaction,2
16307,324,18230,2,ATM Transaction,5
16308,128,24560,1,Online Query,2
16309,343,5618,1,Online Query,1
16310,190,13636,2,ATM Transaction,1
16311,83,9312,2,Online Query,1
16312,199,23912,3,ATM Transaction,1
16313,286,13243,4,Online Query,4
16314,108,24298,4,Online Query,4
16315,288,21174,1,Online Query,1
16316,299,1798,5,Support Call,3
16317,157,29314,1,Branch Visit,2
16318,11,16012,5,Branch Visit,2
16319,110,10237,5,Online Query,4
16320,47,20831,1,Support Call,3
16321,236,29767,1,Branch Visit,3
16322,200,13038,2,Support Call,2
16323,44,25153,1,Support Call,4
16324,86,9613,2,Online Query,5
16325,269,11006,3,ATM Transaction,1
16326,364,7191,2,Branch Visit,1
16327,330,587,5,ATM Transaction,1
16328,93,7186,4,Support Call,2
16329,1,2123,1,Support Call,5
16330,328,8510,2,Branch Visit,3
16331,260,11541,3,ATM Transaction,4
16332,140,16072,5,Branch Visit,1
16333,235,10347,1,Branch Visit,5
16334,123,8666,2,Support Call,1
16335,251,20714,4,Branch Visit,3
16336,105,6431,3,Online Query,4
16337,151,2558,2,ATM Transaction,3
16338,182,587,1,Branch Visit,1
16339,278,29169,4,Branch Visit,5
16340,341,22093,5,Branch Visit,5
16341,209,23762,3,Support Call,2
16342,253,2122,3,Support Call,4
16343,240,20285,1,Online Query,5
16344,358,26647,5,Branch Visit,2
16345,315,13990,5,Support Call,4
16346,212,1901,1,Online Query,4
16347,192,8023,2,Online Query,2
16348,180,28481,2,Branch Visit,2
16349,75,5589,3,Online Query,5
16350,361,22729,5,ATM Transaction,3
16351,182,21894,4,Support Call,3
16352,311,25711,1,ATM Transaction,3
16353,359,22851,1,Online Query,3
16354,160,16088,5,Online Query,2
16355,5,19064,5,Online Query,5
16356,362,28721,5,Online Query,2
16357,315,7917,2,Online Query,2
16358,177,8042,1,Online Query,2
16359,302,27140,5,Online Query,3
16360,221,8443,2,Online Query,1
16361,150,17009,4,Online Query,2
16362,257,23137,2,Support Call,4
16363,66,13950,2,Branch Visit,4
16364,343,6228,2,Support Call,2
16365,70,25625,1,ATM Transaction,1
16366,274,24847,3,Branch Visit,3
16367,173,15611,4,Branch Visit,1
16368,18,21772,5,Online Query,4
16369,327,5497,3,Branch Visit,4
16370,124,15350,2,ATM Transaction,5
16371,92,2669,1,Branch Visit,3
16372,298,28389,3,Support Call,3
16373,110,3376,4,Online Query,4
16374,132,18409,3,ATM Transaction,3
16375,294,2143,5,Branch Visit,3
16376,206,15976,2,ATM Transaction,2
16377,39,15278,2,Branch Visit,5
16378,208,20902,2,Branch Visit,5
16379,170,14602,1,Branch Visit,4
16380,246,15708,2,Support Call,3
16381,242,3537,4,ATM Transaction,2
16382,187,22777,1,Online Query,3
16383,285,22855,2,Support Call,2
16384,260,12670,1,Support Call,1
16385,341,11856,4,Online Query,5
16386,277,8444,5,Online Query,1
16387,143,17147,2,Support Call,2
16388,27,1651,3,Online Query,1
16389,182,7094,1,Support Call,1
16390,257,25246,3,Support Call,5
16391,335,8101,5,ATM Transaction,1
16392,127,15063,5,Online Query,1
16393,118,22620,2,Online Query,4
16394,140,2700,5,Branch Visit,2
16395,349,12940,5,Support Call,2
16396,43,9486,4,Online Query,2
16397,98,28890,4,Branch Visit,1
16398,358,10997,1,Online Query,1
16399,214,9874,1,ATM Transaction,2
16400,169,19828,5,Branch Visit,5
16401,255,19653,4,Support Call,1
16402,338,5497,1,Branch Visit,1
16403,117,2970,1,ATM Transaction,2
16404,299,16566,1,Branch Visit,3
16405,2,745,3,Online Query,2
16406,260,13039,1,Online Query,5
16407,64,10622,3,ATM Transaction,2
16408,247,14448,1,Online Query,2
16409,99,19413,2,Branch Visit,4
16410,160,10037,5,Support Call,3
16411,343,3263,3,Online Query,4
16412,359,10108,4,Branch Visit,4
16413,119,4257,3,Online Query,3
16414,191,24158,3,ATM Transaction,1
16415,180,14463,1,Support Call,1
16416,148,6877,3,Online Query,4
16417,295,23503,3,Support Call,1
16418,208,24833,5,Branch Visit,5
16419,290,3787,5,ATM Transaction,2
16420,136,542,5,Support Call,3
16421,228,756,3,Branch Visit,4
16422,53,22238,4,ATM Transaction,1
16423,128,3367,1,Support Call,5
16424,106,12471,2,Support Call,5
16425,44,29795,3,Online Query,4
16426,197,21121,5,Support Call,1
16427,227,20842,2,Branch Visit,1
16428,359,26590,4,Support Call,3
16429,343,10706,5,Online Query,2
16430,280,22805,5,Online Query,4
16431,344,4379,3,Branch Visit,2
16432,234,15102,5,ATM Transaction,2
16433,247,374,2,Branch Visit,3
16434,194,25199,2,Branch Visit,5
16435,192,7690,2,Support Call,2
16436,353,15258,1,Online Query,2
16437,272,8375,1,Support Call,2
16438,7,24548,2,ATM Transaction,3
16439,275,29459,5,Branch Visit,3
16440,317,24981,5,ATM Transaction,1
16441,206,21364,2,Online Query,5
16442,320,22065,2,Online Query,2
16443,149,24830,5,Online Query,2
16444,275,22936,4,Online Query,2
16445,120,13969,2,ATM Transaction,5
16446,22,9061,2,Support Call,1
16447,102,27808,4,Support Call,2
16448,206,25934,3,Online Query,2
16449,105,29060,2,Online Query,5
16450,300,10410,4,Branch Visit,2
16451,363,26008,4,Branch Visit,1
16452,205,18664,3,Branch Visit,4
16453,208,13551,3,ATM Transaction,4
16454,305,29074,2,Branch Visit,3
16455,96,7959,4,Support Call,5
16456,331,10535,2,ATM Transaction,3
16457,4,26196,2,Online Query,4
16458,185,25978,5,Online Query,3
16459,345,1238,5,Support Call,2
16460,245,17239,2,Online Query,3
16461,83,16263,3,Support Call,1
16462,340,7093,1,Branch Visit,4
16463,62,26042,3,Branch Visit,3
16464,60,20640,4,Online Query,1
16465,276,19091,1,Branch Visit,5
16466,292,5438,1,Online Query,4
16467,311,7352,5,Online Query,5
16468,166,20981,4,Support Call,1
16469,321,6808,2,Support Call,3
16470,169,24957,5,Online Query,4
16471,318,10012,2,Online Query,5
16472,216,16141,4,ATM Transaction,1
16473,224,29582,2,Branch Visit,2
16474,337,15433,1,Support Call,5
16475,243,23209,3,Support Call,1
16476,45,1872,5,Branch Visit,4
16477,254,23640,2,Branch Visit,1
16478,218,2114,5,Support Call,3
16479,220,24503,2,Branch Visit,4
16480,133,6786,2,ATM Transaction,4
16481,187,2894,2,ATM Transaction,1
16482,337,23474,1,Branch Visit,1
16483,264,23883,4,ATM Transaction,2
16484,184,1591,3,Support Call,1
16485,143,20267,5,ATM Transaction,1
16486,43,6869,3,Online Query,2
16487,148,22724,4,Support Call,4
16488,229,6315,1,ATM Transaction,3
16489,79,18068,2,Branch Visit,2
16490,120,25357,4,Support Call,3
16491,160,11449,1,Support Call,3
16492,365,13530,2,Support Call,3
16493,294,10645,3,ATM Transaction,5
16494,34,3472,5,Online Query,3
16495,103,20138,1,ATM Transaction,1
16496,123,8139,1,Online Query,3
16497,116,28268,4,ATM Transaction,5
16498,110,14561,5,ATM Transaction,4
16499,7,25880,3,Support Call,5
16500,318,12603,1,Online Query,4
16501,115,14084,4,Online Query,5
16502,19,24133,1,Branch Visit,2
16503,198,22821,3,Support Call,3
16504,299,13818,3,Branch Visit,4
16505,96,13561,2,Branch Visit,4
16506,319,19303,3,Support Call,1
16507,154,19163,2,Branch Visit,1
16508,238,15323,1,Branch Visit,4
16509,64,27188,5,Support Call,4
16510,68,1076,5,Branch Visit,3
16511,122,12057,4,Branch Visit,1
16512,141,28842,4,Branch Visit,2
16513,42,4535,2,ATM Transaction,5
16514,89,6948,4,ATM Transaction,4
16515,174,7913,1,Branch Visit,3
16516,337,20213,3,ATM Transaction,4
16517,195,13285,1,ATM Transaction,5
16518,349,28251,3,Online Query,2
16519,236,6790,5,Online Query,5
16520,209,7195,3,Support Call,1
16521,148,7834,2,Branch Visit,3
16522,351,15309,1,Online Query,5
16523,113,3842,3,Online Query,1
16524,14,21990,2,Online Query,4
16525,125,1887,4,Branch Visit,1
16526,147,14469,5,ATM Transaction,1
16527,178,14425,5,Online Query,3
16528,162,26287,1,Branch Visit,3
16529,18,11901,5,Online Query,3
16530,87,13556,4,Branch Visit,2
16531,211,4139,3,Branch Visit,4
16532,184,29532,1,Online Query,3
16533,330,11967,4,Online Query,2
16534,246,13447,1,ATM Transaction,5
16535,116,22099,1,Online Query,5
16536,224,23915,3,Online Query,4
16537,344,16532,3,Support Call,1
16538,70,16459,2,ATM Transaction,3
16539,225,28027,1,Online Query,5
16540,208,10126,4,Support Call,4
16541,105,18529,1,Support Call,5
16542,103,16276,4,Branch Visit,1
16543,323,18279,2,ATM Transaction,4
16544,213,992,2,ATM Transaction,3
16545,201,26959,1,Online Query,5
16546,283,8342,1,Online Query,2
16547,195,13300,2,Branch Visit,4
16548,254,9389,4,ATM Transaction,3
16549,123,18829,3,Online Query,1
16550,49,13428,4,Branch Visit,4
16551,244,14562,1,Support Call,2
16552,217,11557,5,Online Query,1
16553,110,15094,5,Support Call,4
16554,27,26024,3,Online Query,4
16555,323,22419,5,Online Query,1
16556,238,3507,2,Branch Visit,1
16557,118,15826,4,Support Call,4
16558,203,9077,4,Support Call,1
16559,350,3413,3,Online Query,1
16560,63,7586,2,Branch Visit,5
16561,244,3101,4,ATM Transaction,5
16562,38,26864,1,Support Call,2
16563,142,3275,4,Branch Visit,1
16564,241,21083,1,Online Query,3
16565,68,2667,3,Online Query,5
16566,223,6471,3,ATM Transaction,4
16567,267,16674,4,Branch Visit,1
16568,306,24837,5,Branch Visit,5
16569,119,9456,4,Branch Visit,5
16570,257,23987,2,ATM Transaction,2
16571,45,4032,1,Branch Visit,2
16572,348,10266,4,ATM Transaction,3
16573,358,7425,5,Online Query,3
16574,7,1262,2,ATM Transaction,5
16575,197,7486,5,Support Call,4
16576,161,5917,4,Support Call,1
16577,177,2956,1,ATM Transaction,5
16578,228,12138,3,Support Call,1
16579,76,7874,1,Online Query,2
16580,258,20992,5,ATM Transaction,1
16581,319,13036,3,Support Call,4
16582,147,14824,4,Online Query,4
16583,282,14089,2,Online Query,2
16584,339,3576,5,ATM Transaction,4
16585,252,29117,3,Support Call,1
16586,34,2117,1,ATM Transaction,3
16587,129,14295,4,Branch Visit,5
16588,291,7932,2,ATM Transaction,4
16589,260,27826,4,Online Query,5
16590,277,15096,4,ATM Transaction,2
16591,334,9500,5,Branch Visit,5
16592,252,29904,1,Support Call,5
16593,173,28416,4,Support Call,3
16594,168,15859,2,Support Call,5
16595,247,10170,1,Online Query,3
16596,148,5149,5,Support Call,4
16597,283,25736,2,Support Call,3
16598,158,22229,3,ATM Transaction,1
16599,87,6362,3,Support Call,5
16600,204,15618,5,ATM Transaction,3
16601,130,16598,3,Support Call,5
16602,164,6406,4,Online Query,2
16603,306,15987,5,Branch Visit,5
16604,235,8114,2,Online Query,3
16605,115,2439,3,Online Query,4
16606,113,5324,4,Branch Visit,5
16607,59,9978,4,ATM Transaction,4
16608,159,16638,1,Online Query,5
16609,133,20660,1,Branch Visit,4
16610,174,6903,4,ATM Transaction,4
16611,40,11036,1,Online Query,3
16612,5,3944,3,Branch Visit,5
16613,209,19471,2,Online Query,5
16614,8,9966,4,ATM Transaction,4
16615,309,16832,1,ATM Transaction,3
16616,93,23912,5,ATM Transaction,2
16617,12,24522,4,Support Call,4
16618,192,7776,4,Online Query,1
16619,152,27636,1,Online Query,2
16620,162,8591,3,Online Query,3
16621,164,26766,2,Branch Visit,2
16622,360,6141,1,ATM Transaction,5
16623,46,27211,2,Support Call,3
16624,95,10514,2,Online Query,4
16625,286,17748,3,Online Query,5
16626,319,13783,2,Support Call,2
16627,363,4060,1,Online Query,2
16628,153,5683,5,Online Query,5
16629,158,11930,1,Online Query,3
16630,280,10298,5,Online Query,4
16631,233,10480,1,Branch Visit,1
16632,59,15380,4,Branch Visit,4
16633,26,8740,5,Support Call,3
16634,50,16024,5,ATM Transaction,5
16635,216,15859,1,ATM Transaction,4
16636,145,20894,4,Branch Visit,3
16637,86,12281,5,ATM Transaction,3
16638,59,27560,4,Support Call,3
16639,55,27235,5,Branch Visit,1
16640,196,17242,1,Branch Visit,2
16641,93,25610,5,ATM Transaction,4
16642,318,20224,3,ATM Transaction,1
16643,34,29261,3,Branch Visit,1
16644,160,8373,5,Online Query,3
16645,26,23212,4,ATM Transaction,2
16646,114,24939,1,Support Call,3
16647,20,17953,2,ATM Transaction,2
16648,199,23315,4,Branch Visit,4
16649,308,21604,4,ATM Transaction,1
16650,42,5436,4,Online Query,2
16651,244,27201,3,Branch Visit,2
16652,279,11660,4,Branch Visit,2
16653,179,27957,4,Branch Visit,4
16654,91,1540,4,Support Call,2
16655,151,17469,1,ATM Transaction,1
16656,244,13225,2,Online Query,1
16657,259,8617,2,Support Call,4
16658,16,26587,3,Branch Visit,1
16659,310,3424,1,Online Query,4
16660,68,13004,2,Support Call,1
16661,131,26599,4,ATM Transaction,5
16662,155,9367,3,Online Query,1
16663,180,26993,2,ATM Transaction,3
16664,353,22416,2,Branch Visit,4
16665,282,8705,3,Support Call,4
16666,355,16186,1,Branch Visit,2
16667,127,10755,5,Branch Visit,3
16668,188,11593,2,Online Query,3
16669,208,15995,3,Support Call,3
16670,301,21417,3,ATM Transaction,4
16671,138,1722,4,Branch Visit,3
16672,186,19293,5,Branch Visit,4
16673,302,12791,2,Support Call,2
16674,221,27184,3,Online Query,4
16675,134,21706,3,ATM Transaction,3
16676,60,17226,3,Online Query,5
16677,115,19838,4,ATM Transaction,2
16678,10,14823,5,Support Call,2
16679,162,22179,2,Branch Visit,3
16680,166,6949,1,Support Call,2
16681,43,20353,4,Online Query,5
16682,69,28079,2,Branch Visit,5
16683,63,3659,4,ATM Transaction,5
16684,171,4050,1,ATM Transaction,2
16685,363,13809,1,Support Call,4
16686,225,13570,4,Online Query,2
16687,318,24294,3,Support Call,4
16688,31,3544,5,Support Call,1
16689,98,12531,4,Branch Visit,4
16690,106,12151,5,Support Call,1
16691,352,5569,4,Branch Visit,2
16692,215,28490,3,Support Call,3
16693,250,28112,3,Support Call,2
16694,241,8898,5,Online Query,4
16695,145,199,3,Branch Visit,3
16696,268,29510,5,Support Call,1
16697,228,25166,4,Support Call,3
16698,236,25713,3,ATM Transaction,2
16699,346,23826,1,Online Query,1
16700,63,28162,4,Branch Visit,1
16701,185,26540,1,Online Query,5
16702,313,21157,4,Support Call,3
16703,41,18343,2,Support Call,2
16704,109,21262,4,Support Call,5
16705,33,6072,5,ATM Transaction,1
16706,256,27830,2,Online Query,2
16707,53,22883,3,ATM Transaction,5
16708,220,18799,4,Support Call,4
16709,20,15522,1,Branch Visit,2
16710,335,10489,2,Support Call,5
16711,324,4376,1,Support Call,2
16712,335,572,2,ATM Transaction,3
16713,92,13865,4,Support Call,5
16714,54,27623,2,ATM Transaction,5
16715,293,20198,1,Online Query,1
16716,225,365,3,ATM Transaction,3
16717,297,11248,2,Branch Visit,2
16718,140,8081,3,ATM Transaction,1
16719,190,3167,3,Branch Visit,2
16720,207,26005,3,Support Call,3
16721,172,19024,2,ATM Transaction,5
16722,101,20538,4,Branch Visit,1
16723,224,23193,5,Online Query,4
16724,84,5617,2,Online Query,3
16725,17,21021,1,Support Call,3
16726,144,27748,3,Support Call,1
16727,190,17806,1,Support Call,2
16728,40,15158,5,Branch Visit,4
16729,259,1745,5,ATM Transaction,1
16730,350,22885,5,ATM Transaction,2
16731,105,66,1,Support Call,2
16732,95,20250,5,Branch Visit,2
16733,18,18584,1,ATM Transaction,5
16734,348,12013,3,Branch Visit,4
16735,144,6686,5,Support Call,5
16736,199,24703,5,Online Query,1
16737,258,15273,4,Online Query,4
16738,316,3328,4,ATM Transaction,1
16739,83,21348,1,Support Call,2
16740,326,18812,2,Support Call,4
16741,268,11356,3,Support Call,2
16742,19,25455,4,Support Call,2
16743,275,7267,1,Online Query,5
16744,83,21663,5,Online Query,2
16745,91,19840,2,Online Query,1
16746,23,7263,3,Online Query,1
16747,277,20923,5,Online Query,5
16748,287,1416,4,Support Call,4
16749,190,23689,3,Branch Visit,5
16750,287,9447,2,Online Query,5
16751,37,12879,4,Support Call,3
16752,275,29022,5,Online Query,5
16753,96,23166,5,Branch Visit,1
16754,186,15297,5,Online Query,2
16755,36,28856,5,Online Query,3
16756,331,14846,4,Online Query,2
16757,187,19645,1,ATM Transaction,1
16758,271,28323,5,Branch Visit,1
16759,290,8688,4,ATM Transaction,4
16760,55,4647,2,Support Call,3
16761,273,16266,2,Online Query,5
16762,356,4403,5,Online Query,5
16763,141,2453,4,Online Query,5
16764,318,26523,1,Branch Visit,5
16765,339,5227,3,Branch Visit,4
16766,257,2692,1,ATM Transaction,5
16767,255,22100,4,ATM Transaction,4
16768,41,292,3,ATM Transaction,1
16769,323,14832,3,Branch Visit,3
16770,27,8727,5,ATM Transaction,2
16771,13,10927,1,ATM Transaction,4
16772,171,29122,4,ATM Transaction,5
16773,297,6762,4,Online Query,4
16774,332,29681,4,Support Call,3
16775,246,518,3,ATM Transaction,2
16776,57,8734,1,ATM Transaction,2
16777,44,6044,5,Online Query,5
16778,155,4053,1,Branch Visit,3
16779,227,22374,5,Support Call,4
16780,139,29957,2,Branch Visit,5
16781,285,1454,2,Online Query,2
16782,53,27221,5,Online Query,3
16783,271,13634,2,Online Query,3
16784,365,9515,1,Support Call,3
16785,332,10585,3,ATM Transaction,2
16786,334,19942,3,Branch Visit,2
16787,223,6237,1,Support Call,1
16788,36,16719,4,Support Call,3
16789,293,1326,4,Branch Visit,5
16790,130,29088,2,ATM Transaction,1
16791,45,23707,4,Support Call,5
16792,67,6689,3,Online Query,4
16793,188,753,1,ATM Transaction,5
16794,42,24109,2,Branch Visit,5
16795,239,10133,4,Online Query,5
16796,229,20824,2,ATM Transaction,4
16797,94,565,3,Online Query,4
16798,94,20198,2,Support Call,2
16799,188,18798,1,Online Query,4
16800,314,9888,4,ATM Transaction,2
16801,185,10893,1,Support Call,3
16802,81,15421,5,Branch Visit,4
16803,328,18148,2,Support Call,1
16804,276,17102,2,ATM Transaction,1
16805,108,17948,4,Branch Visit,2
16806,37,29906,2,Branch Visit,2
16807,134,8970,1,ATM Transaction,4
16808,192,12493,4,ATM Transaction,1
16809,22,23889,1,Branch Visit,2
16810,190,26534,3,ATM Transaction,5
16811,123,6593,4,Online Query,2
16812,109,5645,1,Branch Visit,1
16813,96,553,5,Online Query,2
16814,243,14834,2,Online Query,1
16815,326,26456,1,Online Query,4
16816,294,1335,1,Branch Visit,3
16817,355,29154,3,Branch Visit,5
16818,92,1277,1,Online Query,5
16819,333,8973,1,Online Query,1
16820,311,18857,3,Online Query,1
16821,106,21108,4,Support Call,5
16822,216,28810,2,Branch Visit,4
16823,64,17576,1,Branch Visit,3
16824,85,4742,5,Branch Visit,4
16825,108,19751,1,ATM Transaction,4
16826,109,1467,3,Branch Visit,3
16827,21,7819,1,ATM Transaction,3
16828,216,22452,4,Support Call,1
16829,212,5110,1,ATM Transaction,5
16830,332,18372,4,Support Call,1
16831,79,22622,2,Online Query,2
16832,167,18328,3,Support Call,3
16833,233,20049,5,Support Call,5
16834,150,3994,3,Support Call,1
16835,261,10152,3,Online Query,2
16836,146,21245,1,Branch Visit,3
16837,242,4506,4,Support Call,4
16838,131,1992,3,ATM Transaction,3
16839,92,24239,3,ATM Transaction,5
16840,345,446,1,Online Query,4
16841,237,17540,1,Support Call,1
16842,239,18965,3,Support Call,3
16843,166,12178,4,ATM Transaction,2
16844,189,13352,1,ATM Transaction,4
16845,32,6489,1,Branch Visit,2
16846,119,24861,4,Branch Visit,5
16847,53,223,4,Support Call,1
16848,44,14123,5,Support Call,4
16849,130,27257,1,Online Query,5
16850,187,17336,5,Online Query,1
16851,20,15773,5,Support Call,2
16852,210,8153,2,Online Query,1
16853,272,8847,1,Online Query,3
16854,149,17923,4,Branch Visit,3
16855,245,14938,1,ATM Transaction,1
16856,267,14810,4,ATM Transaction,3
16857,178,19440,3,ATM Transaction,3
16858,104,27622,3,Online Query,2
16859,176,14636,3,ATM Transaction,3
16860,357,17322,2,Support Call,4
16861,335,27415,3,ATM Transaction,4
16862,126,27898,1,Online Query,3
16863,155,22964,1,Support Call,3
16864,332,9326,3,Branch Visit,5
16865,26,22179,4,Online Query,2
16866,157,22335,4,Support Call,1
16867,226,19435,3,Online Query,1
16868,163,15065,4,Branch Visit,1
16869,85,17570,5,Branch Visit,2
16870,65,9771,5,Branch Visit,4
16871,302,27446,4,Branch Visit,1
16872,41,13379,2,Online Query,1
16873,33,18455,1,ATM Transaction,1
16874,116,7623,1,Support Call,1
16875,101,29965,2,ATM Transaction,3
16876,188,2667,3,Online Query,4
16877,283,1715,2,Support Call,4
16878,95,2236,1,Branch Visit,4
16879,202,8670,1,Online Query,4
16880,107,12491,4,Online Query,2
16881,289,5521,2,Branch Visit,1
16882,214,12086,4,Support Call,5
16883,321,7358,5,ATM Transaction,5
16884,239,5694,5,ATM Transaction,3
16885,23,15794,3,Online Query,2
16886,183,17315,4,ATM Transaction,5
16887,98,3180,4,Branch Visit,5
16888,27,20524,2,Branch Visit,1
16889,276,16490,3,Branch Visit,2
16890,141,14253,3,Support Call,5
16891,323,14617,1,Branch Visit,1
16892,90,1910,5,Support Call,4
16893,340,868,5,Support Call,4
16894,298,12568,4,Branch Visit,5
16895,286,1992,4,Online Query,2
16896,53,1436,1,Online Query,1
16897,252,20465,2,ATM Transaction,2
16898,141,14264,3,ATM Transaction,5
16899,332,17853,1,Online Query,2
16900,249,18649,5,Branch Visit,5
16901,51,27656,1,Online Query,1
16902,196,24192,1,Branch Visit,2
16903,46,7170,3,Branch Visit,3
16904,165,3953,2,Online Query,5
16905,14,8803,2,ATM Transaction,1
16906,9,26490,1,Online Query,5
16907,135,22857,3,ATM Transaction,5
16908,218,26894,1,ATM Transaction,4
16909,65,23728,5,ATM Transaction,5
16910,105,21354,2,Support Call,3
16911,270,28194,5,Online Query,3
16912,129,1188,4,Online Query,1
16913,218,4195,2,Online Query,1
16914,10,22298,1,Online Query,4
16915,45,16501,2,Support Call,2
16916,214,29945,4,Support Call,1
16917,332,5278,2,Support Call,2
16918,216,20497,5,Support Call,5
16919,357,9983,5,Branch Visit,2
16920,108,10456,3,Online Query,3
16921,68,27051,4,Support Call,4
16922,292,8412,2,Support Call,5
16923,268,9040,5,Support Call,2
16924,27,26378,4,Online Query,4
16925,92,21781,4,Support Call,4
16926,168,11115,4,Online Query,3
16927,142,12172,5,Branch Visit,1
16928,48,18279,2,Branch Visit,3
16929,189,24323,2,Online Query,1
16930,111,4084,4,Branch Visit,3
16931,260,10751,1,Branch Visit,3
16932,350,14832,3,Branch Visit,2
16933,30,29554,1,ATM Transaction,4
16934,176,17714,4,Branch Visit,3
16935,20,7894,4,ATM Transaction,1
16936,14,4169,2,ATM Transaction,1
16937,302,5598,4,Branch Visit,1
16938,97,9185,2,ATM Transaction,2
16939,339,9391,3,Online Query,4
16940,160,9283,4,Support Call,2
