transaction_id,customer_id,txn_date_id,channel_id,account_id,txn_type_id,location_id,currency_id,loan_id,investment_type_id,txn_amount,txn_status
15092,15026,194,5,16510,5,4354,3,26585.0,,57.41,Completed
15093,8444,221,4,13384,8,9119,2,,,83.95,Failed
15094,68,220,4,19697,6,4819,4,7660.0,,32.61,Failed
15095,17454,13,2,12202,5,849,8,7698.0,,114.27,Completed
15096,28199,40,4,11327,7,3235,10,11328.0,,49.05,Failed
15097,4432,106,3,20634,1,2598,2,,,242.99,Pending
15098,11080,137,2,17170,9,9687,7,17875.0,,143.75,Completed
15099,18146,14,1,24343,9,10928,2,,9.0,35.68,Failed
15100,12547,181,3,26851,9,17049,5,,,75.76,Pending
15101,5528,306,3,9953,8,14417,7,5232.0,,186.13,Completed
15102,9032,293,5,10660,2,26808,1,,,38.77,Failed
15103,27728,288,2,24837,6,12953,7,3795.0,11.0,142.17,Completed
15104,9312,227,3,18962,4,19431,6,,7.0,151.14,Failed
15105,29208,305,4,1189,8,17947,5,12596.0,7.0,132.51,Completed
15106,14507,67,4,1574,9,24134,10,15918.0,9.0,160.12,Pending
15107,19354,172,1,26909,7,23465,8,120.0,11.0,17.0,Failed
15108,1164,193,5,10032,4,18764,4,,,183.87,Completed
15109,3379,216,3,28008,8,25723,2,,8.0,184.97,Completed
15110,14944,50,3,18697,1,23483,5,,,312.45,Completed
15111,27704,51,3,5843,1,103,8,,,349.64,Completed
15112,62,189,5,21288,5,30000,7,,13.0,182.27,Completed
15113,12681,49,2,26311,4,27644,4,,,172.35,Pending
15114,2437,218,1,22606,1,11042,10,13855.0,3.0,246.07,Failed
15115,12933,165,3,3987,4,18290,10,,,27.66,Pending
15116,8711,92,1,3562,4,11797,6,19212.0,,174.03,Completed
15117,11850,221,3,22195,8,9279,2,24004.0,9.0,121.1,Pending
15118,11809,69,4,16986,8,25735,8,,,132.53,Pending
15119,20909,127,5,1102,2,8762,2,11684.0,,191.83,Pending
15120,27225,276,4,27279,2,2531,5,,6.0,159.08,Failed
15121,27561,110,3,6737,8,18587,1,,7.0,35.74,Pending
15122,12484,178,4,25133,3,9607,3,11991.0,,135.27,Failed
15123,13944,287,2,1380,4,21808,6,,,33.29,Pending
15124,17358,150,5,6334,8,8628,9,,8.0,24.07,Completed
15125,29319,168,2,28012,3,9754,5,20921.0,,15.19,Failed
15126,19732,250,2,11607,2,6334,7,,,154.96,Failed
15127,3178,160,4,9890,5,11300,5,,2.0,71.1,Failed
15128,15684,153,4,9753,3,11617,3,,,171.82,Failed
15129,11613,162,3,535,8,21769,10,13704.0,11.0,194.73,Failed
15130,11883,159,4,27134,8,20330,3,,,36.85,Pending
15131,20897,362,3,13262,3,13644,3,15741.0,10.0,169.1,Pending
15132,15462,165,3,7523,5,28993,8,28864.0,3.0,199.88,Failed
15133,28570,57,3,18303,1,7045,6,12066.0,,212.17,Completed
15134,13329,13,3,27577,2,10815,4,29172.0,5.0,47.13,Pending
15135,26658,259,5,20707,10,7198,7,,,75.46,Completed
15136,12100,259,2,5130,6,3954,7,,11.0,138.46,Failed
15137,17675,249,4,5554,5,9032,1,,14.0,105.09,Pending
15138,12409,202,4,27299,10,15917,3,4534.0,3.0,76.13,Completed
15139,3137,257,5,24063,2,2402,2,,,134.62,Completed
15140,2818,42,2,18551,5,6068,4,28901.0,3.0,123.92,Pending
15141,29573,90,4,18920,9,24587,1,,15.0,50.03,Pending
15142,5707,332,2,14530,6,4456,1,21353.0,14.0,35.06,Completed
15143,6151,43,3,2804,10,22635,5,24418.0,12.0,163.89,Completed
15144,9766,7,4,433,5,9747,2,,,160.98,Pending
15145,19761,166,4,9571,1,15804,2,2391.0,9.0,197.65,Pending
15146,12946,94,2,18610,6,24416,7,,,149.82,Pending
15147,23974,222,1,16289,3,17614,7,12124.0,4.0,190.4,Failed
15148,12662,18,4,9081,9,15546,9,,6.0,131.7,Completed
15149,8144,249,5,23280,10,11065,3,,9.0,34.09,Failed
15150,17837,43,5,12273,2,24903,4,,,169.08,Completed
15151,14789,49,1,20155,5,19612,6,,5.0,110.4,Pending
15152,23427,189,2,9460,2,16361,3,18395.0,,175.96,Pending
15153,13808,185,5,23626,2,1711,7,,4.0,57.01,Failed
15154,12017,354,1,23602,5,20762,4,13558.0,,25.72,Pending
15155,10605,22,1,8627,5,29640,4,12403.0,9.0,162.75,Completed
15156,20368,350,5,26980,7,14155,8,,,166.0,Failed
15157,29313,180,3,17614,6,15575,10,17463.0,9.0,55.21,Pending
15158,29307,233,1,2989,7,28397,7,,,178.65,Failed
15159,19163,248,2,29405,9,6049,9,,9.0,160.68,Pending
15160,26889,293,3,25330,9,9100,10,22674.0,,39.45,Completed
15161,174,181,5,5893,7,4497,9,17409.0,,82.55,Completed
15162,14385,104,4,7939,6,19055,4,,,177.5,Completed
15163,18692,196,5,18385,8,14430,4,28456.0,9.0,69.82,Completed
15164,22842,171,1,2144,1,16583,2,21572.0,8.0,220.33,Completed
15165,14211,196,5,18312,9,20816,2,13686.0,,43.08,Failed
15166,23684,71,4,8731,8,2781,9,25286.0,8.0,37.6,Completed
15167,2334,44,5,27399,10,26925,3,10822.0,12.0,96.93,Failed
15168,25199,321,2,20075,3,28471,9,,,73.26,Pending
15169,4336,283,2,12638,2,29690,1,,,11.62,Completed
15170,13100,168,4,5788,5,19331,3,6462.0,9.0,150.39,Failed
15171,26489,259,1,20515,2,17715,10,16590.0,5.0,124.59,Failed
15172,9219,176,4,21291,1,15707,8,25310.0,7.0,169.13,Failed
15173,18947,253,4,8163,2,5242,6,,,84.13,Completed
15174,8615,132,4,20491,10,963,10,29529.0,8.0,173.15,Pending
15175,27598,113,3,26845,7,2601,4,,,112.99,Pending
15176,15604,80,5,28613,6,21997,8,,,128.67,Failed
15177,6370,231,3,28302,5,16624,2,12768.0,8.0,131.61,Completed
15178,15658,247,2,17926,2,10229,2,15629.0,,11.86,Failed
15179,7673,49,1,19019,5,16998,8,,,199.14,Completed
15180,11358,258,3,19524,2,8829,9,,,154.12,Pending
15181,26054,114,2,14797,2,9208,7,,4.0,12.78,Pending
15182,22084,91,5,24438,3,16344,4,,6.0,11.74,Failed
15183,4143,75,5,25171,5,24312,3,,9.0,89.42,Pending
15184,24509,88,5,22299,8,10267,7,12747.0,14.0,160.44,Completed
15185,21124,214,5,11245,4,5659,10,,,47.7,Completed
15186,10506,144,4,19809,2,20568,6,21451.0,3.0,62.4,Failed
15187,16153,234,2,14060,7,12813,1,,9.0,156.79,Completed
15188,9784,329,4,4125,3,8500,6,,8.0,15.85,Failed
15189,13977,52,5,5525,1,14058,2,,5.0,256.02,Failed
15190,711,64,1,24967,7,27724,3,,14.0,156.2,Failed
15191,28774,179,4,24286,8,26740,6,2732.0,,119.58,Pending
15192,5982,304,3,22105,10,28671,5,,,11.76,Pending
15193,5768,167,4,17428,6,10026,10,,,199.61,Pending
15194,19565,100,3,14518,2,16621,2,,,76.04,Completed
15195,14126,151,3,19783,3,25182,9,16212.0,13.0,109.07,Pending
15196,2110,295,2,7248,7,25692,7,,,168.51,Completed
15197,12151,14,5,2272,10,15414,5,,11.0,81.29,Completed
15198,10122,242,5,25127,5,22910,4,20173.0,,51.32,Completed
15199,13470,365,1,29437,9,21137,5,2989.0,3.0,128.95,Failed
15200,11236,82,3,7703,7,900,10,11947.0,7.0,11.82,Pending
15201,11983,265,3,28147,3,10926,4,11920.0,13.0,105.42,Completed
15202,24183,240,3,9922,3,17446,10,,,185.79,Completed
15203,6208,284,2,18450,6,10983,3,24015.0,,48.92,Pending
15204,29765,256,4,11305,6,19748,7,19477.0,3.0,87.91,Pending
15205,1250,284,5,1974,3,14591,7,,,62.37,Completed
15206,17047,297,1,20964,2,17437,3,,4.0,78.07,Failed
15207,21096,57,1,22325,7,15229,2,29700.0,4.0,100.3,Completed
15208,8007,289,4,18644,5,18591,8,2790.0,6.0,160.16,Pending
15209,12937,304,2,23560,2,15962,2,,10.0,72.57,Completed
15210,25888,326,1,15012,6,18602,6,20948.0,2.0,77.52,Completed
15211,28361,204,4,19469,6,21672,7,13933.0,,64.61,Pending
15212,17975,191,4,12500,1,6894,6,8464.0,,459.24,Pending
15213,29496,129,2,21840,4,751,7,,,159.74,Failed
15214,14563,137,4,11906,1,12851,10,,9.0,395.86,Pending
15215,29144,15,4,16152,3,12352,5,26161.0,5.0,87.79,Pending
15216,21584,274,3,10902,8,24484,7,,14.0,141.62,Pending
15217,27727,120,5,21692,7,5582,3,13313.0,,179.2,Completed
15218,12597,39,5,16288,10,3919,8,15321.0,,136.99,Pending
15219,18841,9,2,6435,3,24604,4,,,139.36,Failed
15220,16967,212,4,23909,5,29078,10,26408.0,,21.34,Pending
15221,7713,208,2,17034,5,24250,2,3296.0,,101.99,Failed
15222,5684,92,4,27984,8,25892,8,,3.0,105.8,Pending
15223,19223,279,5,16950,7,29529,1,16139.0,10.0,171.77,Pending
15224,330,227,3,20839,6,8607,2,,,46.54,Pending
15225,10242,347,5,1781,3,23370,5,14967.0,8.0,101.04,Completed
15226,2083,207,4,7167,9,2296,5,26035.0,11.0,25.04,Completed
15227,29784,145,4,29884,6,20673,5,,,160.83,Pending
15228,11129,98,4,19534,7,2438,6,6602.0,,112.52,Failed
15229,2754,288,1,8,10,18751,9,,15.0,66.16,Completed
15230,17349,148,4,25347,8,13789,9,,,194.62,Failed
15231,13240,275,5,19253,10,25855,6,10817.0,10.0,65.66,Completed
15232,18307,102,5,4173,10,19292,1,,9.0,137.13,Failed
15233,11905,150,4,21854,8,16915,2,16828.0,,168.18,Completed
15234,23020,232,5,737,4,7694,5,,,87.14,Pending
15235,23857,15,3,6497,6,12869,6,13603.0,10.0,104.29,Completed
15236,1362,263,2,28480,6,3576,3,,7.0,13.37,Failed
15237,28662,309,2,9138,7,10143,9,,12.0,128.02,Completed
15238,24201,237,2,2495,4,1908,8,,12.0,170.66,Failed
15239,3757,87,3,27282,4,18334,7,,14.0,117.2,Failed
15240,9598,359,4,27841,4,1176,9,,3.0,165.71,Pending
15241,25385,113,3,9335,7,10869,10,,3.0,27.16,Completed
15242,25005,122,1,336,1,25088,6,,,136.64,Failed
15243,9117,243,3,10554,5,28040,3,948.0,,97.43,Failed
15244,898,48,5,11678,9,16865,5,29263.0,,63.72,Failed
15245,11552,76,4,4526,3,6602,4,9135.0,,92.6,Failed
15246,10658,261,3,22842,6,12707,7,,,51.61,Failed
15247,19691,132,2,24987,7,26852,4,8436.0,7.0,66.35,Completed
15248,8112,274,2,9969,2,20486,2,10983.0,8.0,78.98,Pending
15249,11902,293,5,3432,1,4008,5,,,124.3,Failed
15250,12262,347,3,9783,6,26732,8,,,187.63,Pending
15251,12908,257,2,29736,10,29444,5,,,136.68,Completed
15252,21498,273,2,22276,10,7339,3,22248.0,,132.03,Failed
15253,27360,171,4,29504,8,15682,4,9799.0,,91.84,Pending
15254,13661,36,1,21563,5,26673,6,16264.0,8.0,92.06,Pending
15255,12753,179,3,18170,4,26765,8,3454.0,6.0,94.69,Completed
15256,19929,341,2,4101,5,3238,3,18449.0,,180.54,Pending
15257,8318,123,4,8478,3,18757,9,505.0,,65.36,Pending
15258,6060,202,2,4848,4,23318,3,,,133.22,Completed
15259,23737,13,2,14890,1,24360,4,10611.0,14.0,199.95,Failed
15260,3923,216,4,26647,6,6837,10,21907.0,,34.43,Completed
15261,9554,248,5,2150,3,20104,1,4634.0,10.0,84.37,Pending
15262,14821,183,2,22192,4,4697,1,2050.0,14.0,120.26,Failed
15263,24608,201,2,29993,1,9741,8,1000.0,10.0,346.8,Pending
15264,9437,215,2,14089,1,1134,5,,,234.5,Pending
15265,14337,325,3,22261,8,20259,8,,,100.75,Pending
15266,11898,124,5,24546,9,16064,7,1622.0,,37.06,Completed
15267,10989,11,3,4088,6,12647,2,14552.0,1.0,187.52,Pending
15268,25626,304,2,18046,7,20951,6,,6.0,189.85,Completed
15269,5358,192,5,15136,10,10271,10,5528.0,3.0,192.82,Failed
15270,4975,95,2,29470,7,17557,6,27898.0,,198.87,Pending
15271,10739,285,5,18316,6,2567,9,,,138.57,Failed
15272,19165,118,5,20454,8,19992,1,,,194.47,Pending
15273,20770,350,4,18205,3,13341,3,,2.0,91.3,Completed
15274,23876,303,2,10969,8,1434,6,,,69.73,Completed
15275,25583,185,4,24887,9,8749,2,,10.0,174.15,Failed
15276,25733,17,2,29589,4,2207,10,9745.0,,93.95,Pending
15277,29469,88,2,20571,7,9848,4,,13.0,150.15,Pending
15278,2722,32,5,23272,7,13037,2,,,58.88,Completed
15279,20028,160,3,18424,4,24299,7,,,175.55,Failed
15280,13025,65,3,15590,5,7842,3,,,62.14,Pending
15281,27370,59,3,18242,6,5520,10,6405.0,,181.06,Completed
15282,22383,63,5,22644,8,17030,6,,11.0,161.41,Failed
15283,20516,66,5,7440,1,10358,6,28894.0,,357.88,Failed
15284,8525,164,1,7425,1,7480,4,17128.0,1.0,135.67,Pending
15285,4727,107,5,28932,2,292,9,,,179.24,Completed
15286,28028,227,2,686,3,5828,9,,,115.13,Pending
15287,12808,178,5,1234,6,7337,7,,7.0,70.62,Pending
15288,11459,80,2,23731,8,18669,7,,,109.79,Failed
15289,21959,148,3,9350,4,19780,1,,9.0,60.29,Completed
15290,26271,211,4,16855,1,10093,10,,,249.84,Completed
15291,24341,67,3,9716,8,27998,7,,14.0,163.12,Failed
15292,21654,9,5,11269,9,15984,3,11855.0,,79.32,Pending
15293,28178,27,1,371,4,25282,10,,,188.23,Failed
15294,18483,113,2,17067,3,28077,8,,7.0,136.81,Failed
15295,15717,136,5,1548,3,24992,8,,,34.72,Pending
15296,20151,108,5,13788,8,165,7,15137.0,2.0,109.96,Pending
15297,23800,198,4,23478,7,1629,5,,,75.08,Completed
15298,5562,236,2,14666,5,27115,5,25984.0,,57.47,Failed
15299,24419,42,2,25154,5,29162,6,,13.0,120.37,Pending
15300,24432,278,2,21875,5,7684,7,,,137.84,Pending
15301,28041,158,2,16136,9,27644,6,3571.0,6.0,179.63,Pending
15302,24685,112,2,22021,10,12781,4,,,167.18,Pending
15303,12791,308,3,12331,2,4212,7,,,189.53,Completed
15304,17437,118,4,24076,4,26100,4,,,195.82,Completed
15305,3650,308,1,9409,5,28415,1,,,24.23,Completed
15306,18175,177,4,523,10,19972,3,24747.0,,169.8,Pending
15307,19060,140,5,27677,5,24392,3,18104.0,6.0,12.2,Pending
15308,26799,21,1,1088,6,23712,8,,8.0,196.98,Failed
15309,28864,360,3,13896,7,4903,8,6502.0,,112.24,Failed
15310,9056,342,1,18790,2,4064,6,10842.0,,143.46,Completed
15311,24187,71,4,15224,10,9277,9,23863.0,5.0,100.07,Failed
15312,14562,171,4,10401,5,20848,6,10563.0,,116.88,Pending
15313,18108,226,1,5156,9,13976,5,19878.0,,195.71,Failed
15314,10526,201,3,18726,4,23315,10,,,152.62,Pending
15315,9950,193,3,19617,7,26818,7,12871.0,,103.46,Failed
15316,5448,251,3,977,5,5120,1,,,74.07,Pending
15317,24621,254,2,28051,9,23090,8,,,193.3,Failed
15318,18159,181,4,13308,8,14241,7,,13.0,57.05,Failed
15319,7422,30,3,22691,4,26258,6,,,176.5,Completed
15320,8576,256,3,19727,5,23435,4,542.0,9.0,176.83,Failed
15321,3148,336,1,11484,6,6033,3,,,166.69,Pending
15322,5035,61,3,8646,1,551,1,,,327.3,Completed
15323,5291,250,4,7881,7,10163,9,,,15.6,Pending
15324,26426,13,3,14414,9,8615,9,3528.0,,179.8,Completed
15325,17083,231,4,14950,9,8156,5,18143.0,13.0,168.44,Pending
15326,12087,59,1,28992,7,28825,4,,,57.35,Pending
15327,7165,358,5,2847,8,27714,2,,,61.68,Failed
15328,10367,266,5,22499,3,9089,1,,2.0,127.51,Completed
15329,7649,324,4,17290,6,13916,6,1381.0,,190.31,Failed
15330,8395,221,4,345,10,21365,6,,,99.85,Completed
15331,3109,354,2,29775,2,4991,1,11352.0,11.0,41.96,Failed
15332,26853,34,1,23117,3,4377,4,25676.0,,35.27,Failed
15333,29808,275,1,23554,10,26576,2,,9.0,64.68,Completed
15334,13160,15,4,20717,9,27034,9,24289.0,5.0,140.11,Pending
15335,16154,347,2,14489,10,2795,10,,13.0,136.95,Pending
15336,11732,189,5,3848,3,8036,10,,6.0,96.32,Completed
15337,29774,25,3,924,3,3148,6,,,109.93,Completed
15338,941,108,1,28135,6,2056,6,,,12.38,Completed
15339,29141,301,2,5440,9,5801,10,,8.0,38.82,Completed
15340,9589,314,4,7139,8,17228,6,,10.0,59.65,Completed
15341,8917,205,5,17770,3,19621,5,,3.0,171.95,Failed
15342,2897,329,4,18609,6,22031,6,4942.0,,137.94,Completed
15343,19660,264,5,15410,5,13217,5,,14.0,93.5,Completed
15344,23008,2,1,18950,2,10569,10,,,193.0,Failed
15345,22327,316,5,28048,2,11575,6,16519.0,,68.57,Failed
15346,12454,23,4,11776,2,21704,9,,14.0,100.2,Pending
15347,21639,334,2,10206,5,13943,10,20528.0,,15.1,Completed
15348,7122,218,2,22109,6,959,5,10951.0,11.0,35.03,Failed
15349,17154,161,5,12137,5,10020,1,3712.0,,25.85,Pending
15350,23874,208,5,7718,3,3167,10,,2.0,65.37,Failed
15351,18750,30,4,22998,3,5968,4,,9.0,194.21,Completed
15352,12887,49,3,13632,3,5979,4,29678.0,,62.83,Pending
15353,21468,269,3,26380,9,3530,1,,8.0,69.66,Completed
15354,8718,242,2,19935,3,7976,4,21422.0,,71.78,Completed
15355,204,274,3,12996,4,4920,3,,6.0,117.12,Pending
15356,23932,330,3,3245,6,4100,9,17154.0,14.0,62.97,Completed
15357,17954,195,4,14976,3,15603,10,,,50.29,Pending
15358,11013,297,2,26132,7,18494,9,,,41.73,Completed
15359,763,294,3,24083,1,22049,6,,,190.07,Completed
15360,17168,28,5,15056,3,8428,10,23093.0,6.0,118.35,Failed
15361,22380,315,1,18665,1,21828,4,,,458.84,Completed
15362,8335,72,4,20508,5,23751,8,22191.0,9.0,137.81,Pending
15363,16577,78,5,6198,6,26601,7,,,156.61,Completed
15364,19212,24,4,6719,10,24663,7,,,66.61,Failed
15365,27420,169,3,12556,10,25538,3,,,29.31,Pending
15366,28556,289,5,25322,6,3227,4,,,114.83,Completed
15367,10722,57,4,11686,2,801,3,2369.0,,146.11,Completed
15368,24911,224,4,1553,7,28044,5,,,57.06,Completed
15369,797,114,3,23152,6,6783,7,,,103.24,Completed
15370,4512,164,1,22079,10,24204,2,,,46.65,Completed
15371,15986,326,5,12575,2,19014,2,,4.0,70.09,Failed
15372,14881,163,2,1481,8,16232,9,,,98.63,Failed
15373,22756,60,3,18690,5,10228,3,28837.0,,175.99,Pending
15374,15672,144,5,3282,7,8647,3,,,30.65,Completed
15375,4305,316,5,12605,2,26869,4,,,61.18,Completed
15376,25355,72,2,29024,1,11396,2,29991.0,,289.37,Completed
15377,22324,247,4,23628,6,1063,3,25707.0,,109.53,Failed
15378,7319,116,2,23070,2,7263,9,,,97.03,Pending
15379,17092,183,3,22857,9,5767,3,,14.0,116.33,Completed
15380,4930,301,3,13153,9,3547,9,16643.0,8.0,113.68,Pending
15381,3733,358,2,2057,2,28532,5,,,159.4,Pending
15382,16302,345,2,1550,2,609,1,,,123.13,Pending
15383,18333,130,2,4265,6,26470,1,16958.0,,29.29,Completed
15384,9271,203,2,790,2,16025,7,,,99.04,Pending
15385,29990,309,3,4749,8,19582,10,16616.0,,43.66,Pending
15386,14909,342,4,18566,7,1146,8,2474.0,3.0,139.06,Failed
15387,25284,197,3,18061,5,28296,5,254.0,11.0,29.46,Completed
15388,26611,267,5,2163,10,6584,4,9568.0,,160.96,Failed
15389,17018,203,1,10350,5,23637,5,,4.0,165.25,Failed
15390,11147,162,1,18009,6,6778,4,18375.0,,162.63,Failed
15391,11014,255,5,14647,9,13029,7,13379.0,14.0,105.16,Failed
15392,22722,48,3,10426,2,27797,8,26588.0,,192.97,Failed
15393,15913,267,3,29651,6,29243,10,,,48.11,Failed
15394,18777,163,5,24616,7,4493,4,,,21.83,Completed
15395,846,337,3,12232,6,5116,6,14969.0,14.0,97.03,Completed
15396,24149,323,1,26566,9,25521,6,,2.0,148.05,Failed
15397,8485,146,3,26253,7,10857,6,27542.0,9.0,128.93,Failed
15398,13784,271,5,1549,10,9451,10,,,55.08,Completed
15399,5480,217,2,21822,9,26482,3,,,193.54,Pending
15400,28077,167,5,6720,5,9306,8,,12.0,69.97,Pending
15401,19397,311,1,15192,7,24011,1,,,117.16,Completed
15402,26019,103,2,24844,8,15165,3,21020.0,14.0,128.94,Completed
15403,7538,304,4,567,3,9484,8,3083.0,,83.39,Pending
15404,1732,342,1,19060,4,9012,3,3786.0,11.0,56.81,Completed
15405,585,314,5,28652,3,16764,3,2086.0,3.0,193.07,Pending
15406,375,111,2,4325,9,7684,9,,12.0,123.4,Pending
15407,5381,283,2,3485,5,177,9,,7.0,14.48,Completed
15408,26127,205,5,13826,8,25957,7,26567.0,,167.99,Pending
15409,6167,340,3,17230,3,20521,9,22214.0,8.0,52.45,Pending
15410,10991,148,1,6501,9,9085,6,,8.0,135.43,Pending
15411,18721,295,1,29535,7,27601,2,1247.0,,114.27,Completed
15412,18697,199,3,24417,9,17408,6,23659.0,2.0,37.37,Failed
15413,4407,232,2,12895,2,10064,5,,,160.27,Pending
15414,987,67,1,13076,10,11655,4,21497.0,11.0,96.71,Pending
15415,1504,27,4,23252,7,9110,1,14526.0,,95.25,Completed
15416,21559,78,2,14400,5,28149,7,9007.0,,130.11,Pending
15417,8801,316,1,8949,4,25497,10,17032.0,3.0,13.33,Failed
15418,24762,327,2,18089,7,18321,7,11947.0,4.0,45.97,Completed
15419,25752,174,2,28636,4,6090,7,,,15.89,Completed
15420,13798,126,5,1018,9,4393,2,,4.0,51.43,Pending
15421,7430,249,2,10013,3,5457,9,6229.0,,51.75,Pending
15422,5221,91,5,3369,3,10594,10,27749.0,,27.42,Completed
15423,2551,192,5,24759,6,5722,3,,8.0,198.0,Pending
15424,26934,294,4,247,6,14206,4,11661.0,2.0,199.36,Pending
15425,574,33,3,10002,5,4865,1,4377.0,1.0,174.66,Completed
15426,24507,52,2,26272,10,3040,4,16103.0,,112.41,Pending
15427,14477,191,5,21029,1,12083,3,6734.0,,125.3,Failed
15428,20519,307,5,25401,10,12461,4,28522.0,,24.04,Completed
15429,12453,279,5,25652,6,25723,2,,,24.86,Completed
15430,21192,126,2,25035,4,29533,9,5666.0,15.0,176.16,Completed
15431,4928,133,1,20509,3,19864,4,,,123.2,Pending
15432,2825,116,5,4326,8,6617,7,25806.0,12.0,171.36,Failed
15433,27821,66,2,29159,10,19028,4,15435.0,,131.22,Pending
15434,4185,339,1,10845,4,24481,8,23481.0,,188.05,Pending
15435,16083,188,5,9467,4,12287,3,18560.0,10.0,21.9,Completed
15436,12267,265,5,1375,5,6729,7,,14.0,157.47,Pending
15437,26565,334,4,28829,4,12359,6,,15.0,161.01,Failed
15438,19,52,1,16218,10,1490,1,2264.0,,20.54,Pending
15439,22150,140,1,29231,10,6815,2,,8.0,78.38,Failed
15440,13036,286,1,14701,4,26383,10,10186.0,,74.76,Completed
15441,2908,276,1,4392,5,16707,7,26329.0,3.0,21.7,Pending
15442,9164,283,5,3079,4,25816,6,,,26.62,Pending
15443,27954,213,1,22680,5,22936,4,,,39.47,Pending
15444,23728,72,3,16554,6,7580,8,,,195.31,Failed
15445,12271,284,3,6255,9,2720,4,8120.0,13.0,54.4,Completed
15446,8579,185,4,13976,2,24085,4,13463.0,,42.77,Completed
15447,18539,114,5,18165,2,6200,9,,9.0,197.11,Pending
15448,1015,157,1,3897,9,15879,10,20731.0,,41.2,Failed
15449,13504,318,1,1343,5,1288,9,16363.0,7.0,24.03,Completed
15450,4079,43,4,23216,8,25210,8,,,113.92,Completed
15451,27254,146,2,1974,3,10195,5,11914.0,15.0,58.99,Failed
15452,7059,48,2,4300,9,7949,4,16070.0,,180.87,Pending
15453,24141,350,1,8128,3,4815,10,746.0,,99.53,Failed
15454,26162,74,5,10254,2,19644,10,11163.0,,93.39,Failed
15455,23328,192,4,830,9,5371,4,,14.0,98.35,Completed
15456,28758,45,3,23452,2,10815,10,22856.0,,84.45,Failed
15457,21463,313,4,1097,1,238,2,,1.0,274.39,Failed
15458,3178,299,1,21093,8,26749,1,1995.0,,153.18,Pending
15459,6746,61,2,23841,1,2359,9,,7.0,459.02,Pending
15460,5697,350,5,14010,8,24785,1,,14.0,171.93,Failed
15461,12782,335,5,2763,7,14009,6,,9.0,184.29,Completed
15462,29995,313,3,2431,5,12554,7,,12.0,149.46,Failed
15463,10400,191,5,26682,3,23713,8,,11.0,182.38,Failed
15464,12409,9,5,25246,9,26834,7,,5.0,147.97,Failed
15465,28785,335,2,5755,2,17830,10,21511.0,,140.6,Pending
15466,6663,361,4,24998,4,18814,1,14717.0,14.0,88.19,Failed
15467,4773,44,3,10168,10,14835,6,9821.0,,59.39,Failed
15468,25129,160,4,10784,2,26407,6,11501.0,,147.36,Completed
15469,1678,228,5,23861,5,3540,10,,11.0,116.17,Completed
15470,15346,314,1,3934,7,4877,7,21522.0,,92.05,Completed
15471,26811,175,1,26617,6,27890,1,7777.0,,74.15,Pending
15472,25947,75,3,15173,8,28804,4,12230.0,,183.4,Completed
15473,19898,130,1,29329,9,27949,8,4331.0,,132.03,Failed
15474,24504,313,3,9851,2,10459,4,,5.0,160.47,Failed
15475,15725,330,3,6853,10,29592,9,,,16.15,Pending
15476,20393,351,2,29657,3,27812,7,17166.0,,199.18,Completed
15477,5823,293,4,6898,9,8867,9,6009.0,,94.96,Failed
15478,25131,266,2,23271,6,21236,6,,,198.75,Failed
15479,19938,29,1,14354,5,16412,5,,8.0,98.17,Completed
15480,6594,303,4,23658,9,2558,3,9521.0,,157.05,Completed
15481,10041,29,3,26077,7,12489,8,,14.0,14.45,Completed
15482,10000,28,5,8593,9,25232,3,22888.0,5.0,66.2,Pending
15483,19061,36,3,20852,2,8253,5,,,91.01,Pending
15484,4480,146,5,20626,9,9120,1,11584.0,,113.95,Pending
15485,4224,329,3,1579,5,8429,8,11671.0,12.0,191.93,Pending
15486,29193,132,3,3667,2,5833,5,12288.0,9.0,99.34,Failed
15487,15027,316,5,14736,5,10194,3,,7.0,85.89,Failed
15488,1756,109,2,25651,2,17183,10,,15.0,32.52,Failed
15489,8774,108,1,28878,8,16162,2,,3.0,102.26,Pending
15490,17164,289,3,29674,9,18813,5,,,37.59,Completed
15491,19253,186,3,10514,7,29736,10,1122.0,,95.36,Failed
15492,17374,355,2,27309,1,10615,9,,,462.94,Failed
15493,10569,30,1,4987,10,5548,4,,,72.29,Pending
15494,14367,17,2,16860,10,18018,5,,,181.73,Failed
15495,21545,359,1,24130,5,19636,5,24998.0,,170.79,Failed
15496,19334,34,3,786,7,9041,7,,13.0,128.22,Failed
15497,6231,292,2,12004,5,3848,9,17367.0,10.0,52.57,Completed
15498,16645,207,1,11568,8,17606,8,19072.0,4.0,126.87,Pending
15499,5306,98,2,14285,9,3264,5,16856.0,,41.08,Pending
15500,12215,299,4,9097,4,24349,1,,,178.53,Pending
15501,17484,305,2,101,1,17825,3,20373.0,15.0,167.31,Failed
15502,20118,321,5,27107,8,7193,6,,10.0,85.63,Failed
15503,4109,248,4,18835,5,1770,5,20519.0,,128.43,Completed
15504,20316,107,3,20293,3,3112,3,2500.0,8.0,32.77,Failed
15505,18831,209,3,4134,8,21044,7,,5.0,56.28,Failed
15506,3149,164,4,27471,6,25038,7,21903.0,,138.25,Pending
15507,21284,211,4,11099,4,26046,1,,4.0,166.02,Failed
15508,26864,143,1,25956,10,8096,7,3780.0,8.0,184.1,Failed
15509,6908,342,2,1204,1,24242,7,,6.0,199.62,Failed
15510,23493,260,5,5570,3,24016,2,,15.0,112.72,Failed
