investment_id,date_id,investment_type_id,account_id,amount_invested,investment_return
16249,198,11,29582,6425.72,120.09
16250,244,15,6362,8703.13,
16251,19,2,16329,4907.35,913.1
16252,59,5,12249,7252.29,
16253,49,9,28993,3109.06,495.69
16254,9,6,1889,264.24,743.78
16255,117,15,20722,3655.31,194.83
16256,124,11,22523,5443.34,
16257,114,1,5066,7642.28,672.78
16258,230,1,2336,397.41,774.17
16259,286,3,12919,5153.72,
16260,114,7,28951,5586.15,
16261,316,6,28534,9794.59,169.2
16262,301,5,12187,7069.97,291.22
16263,183,2,29472,2191.38,407.62
16264,289,3,8190,952.62,64.12
16265,126,14,20254,4260.73,476.01
16266,159,8,12525,7144.26,950.8
16267,202,14,5067,3972.84,
16268,321,5,26241,9193.38,269.54
16269,13,10,7983,3108.81,
16270,328,6,28410,8239.28,
16271,212,7,16293,9942.47,
16272,168,13,7540,1959.09,767.23
16273,159,7,8946,6386.04,140.32
16274,122,1,11621,2799.68,
16275,101,3,21278,271.16,
16276,230,4,13407,4324.22,852.5
16277,227,13,27511,4573.38,502.06
16278,343,11,853,8221.39,
16279,169,7,16852,1757.23,
16280,105,14,25137,6248.46,684.82
16281,185,6,19064,9924.22,
16282,307,5,28679,3297.76,
16283,333,8,26889,4406.6,892.83
16284,120,9,6646,5455.53,321.8
16285,253,8,20163,1987.15,
16286,21,12,6680,8012.26,729.83
16287,8,13,23187,3712.34,
16288,81,15,2545,2676.82,725.66
16289,62,13,28089,9670.68,640.62
16290,294,10,24389,3887.2,585.35
16291,194,1,15216,5264.7,970.14
16292,203,7,20759,8721.71,
16293,321,10,11073,3366.6,
16294,241,3,16115,5175.73,
16295,218,13,1846,9364.36,946.35
16296,61,9,11700,1485.08,
16297,50,13,8492,548.91,709.21
16298,30,13,28322,3687.88,33.55
16299,314,14,18865,2806.44,386.23
16300,5,7,13275,4325.2,
16301,175,14,13821,7748.59,
16302,362,1,24861,2371.24,17.42
16303,267,8,6049,9730.41,
16304,24,5,3372,5380.47,402.67
16305,315,10,7589,1731.39,555.75
16306,34,15,26551,1211.09,
16307,140,4,6191,7898.04,
16308,51,12,25938,4857.79,748.65
16309,83,7,5210,8243.06,137.38
16310,242,15,20267,5733.79,
16311,328,15,14314,3783.31,
16312,225,13,29698,5351.09,776.98
16313,263,10,16962,457.82,922.71
16314,70,7,570,5299.0,776.07
16315,57,5,9588,9676.48,
16316,143,11,23104,3949.28,688.69
16317,114,13,14157,5748.07,888.61
16318,24,9,27810,188.85,
16319,23,6,15083,8045.95,564.64
16320,18,6,2385,6904.62,722.14
16321,303,10,8599,5018.23,545.15
16322,341,9,22269,142.92,
16323,44,9,15112,3846.45,
16324,169,10,3904,8105.9,325.04
16325,146,6,9108,4351.54,939.98
16326,279,11,22576,1403.46,
16327,49,2,8520,7759.02,
16328,52,8,23961,1450.19,
16329,234,2,28103,3554.45,562.8
16330,314,3,5931,1092.35,694.84
16331,125,1,15958,2479.72,307.77
16332,138,14,783,3159.92,
16333,37,4,29982,6981.14,441.54
16334,59,4,15632,2073.17,
16335,104,14,21204,3337.59,
16336,322,10,20852,6454.5,
16337,205,3,4257,2490.26,583.43
16338,287,6,23167,2306.98,
16339,320,13,28167,3140.55,905.5
16340,98,8,27147,4543.83,
16341,314,13,14009,7348.78,312.76
16342,276,7,23629,5200.48,
16343,245,5,28917,8059.0,
16344,290,12,26958,4787.12,
16345,288,13,17142,1377.94,
16346,122,11,18677,3802.63,
16347,22,5,24069,301.33,153.09
16348,177,1,11607,2196.69,
16349,334,2,9222,7727.5,360.77
16350,130,6,20726,9111.6,169.52
16351,21,14,26583,9604.13,339.88
16352,25,10,13176,1582.56,955.83
16353,222,8,15061,2728.52,528.18
16354,351,5,6240,1759.48,617.01
16355,6,8,17357,7597.73,369.35
16356,188,8,1044,3911.15,
16357,290,9,12297,8610.09,306.9
16358,327,6,20322,5779.37,837.67
16359,42,3,29761,1062.58,196.5
16360,3,4,8017,8036.81,
16361,92,11,11259,4939.96,958.8
16362,302,6,19877,9173.05,
16363,49,8,9567,5813.92,
16364,72,2,12251,2464.47,14.07
16365,96,9,5414,6096.6,493.7
16366,4,8,24014,4138.96,
16367,8,1,11860,6759.31,
16368,160,5,6451,7834.36,
16369,283,5,14158,7737.71,
16370,167,6,19420,5554.46,620.3
16371,230,9,23254,8494.06,
16372,325,3,8290,2823.6,850.04
16373,15,11,27187,9760.03,
16374,116,1,25964,9992.53,814.49
16375,224,1,12328,6008.02,802.18
16376,229,5,22248,5255.81,
16377,68,14,13471,8189.32,
16378,76,1,11557,6024.67,38.48
16379,45,4,15919,3072.58,
16380,335,13,12622,6556.65,
16381,145,15,1585,2401.81,34.73
16382,290,3,16694,5001.85,868.41
16383,299,6,23983,7813.15,
16384,216,9,20019,7922.13,
16385,270,11,24257,567.41,
16386,205,10,6740,4809.37,351.5
16387,239,3,23686,6097.14,
16388,82,12,3615,3453.33,607.91
16389,172,1,26507,5104.51,
16390,253,8,13526,421.64,687.26
16391,211,8,24409,5166.16,519.58
16392,243,13,12657,9551.61,748.93
16393,170,5,17485,6939.3,
16394,188,14,12718,8462.89,747.21
16395,104,13,7446,8083.94,
16396,52,5,4591,4202.22,643.86
16397,227,14,19938,8860.04,
16398,114,9,16956,791.22,
16399,79,7,16728,4832.56,
16400,124,9,26738,8134.66,
16401,228,11,16016,9303.88,792.01
16402,52,9,11678,3651.36,
16403,85,1,12688,2759.69,918.45
16404,18,9,16443,9488.15,559.31
16405,330,11,22278,6724.37,384.26
16406,95,5,12564,1486.07,150.01
16407,87,1,20123,4748.51,
16408,161,5,9486,4540.26,
16409,219,7,14530,2915.94,
16410,164,4,19703,9037.88,268.85
16411,272,13,22976,3332.65,
16412,107,9,25121,5688.84,
16413,71,9,19955,750.42,
16414,249,9,1036,105.93,
16415,162,3,2775,7172.82,8.16
16416,149,13,17005,6590.7,
16417,4,11,11125,2267.45,657.0
16418,82,8,24753,3168.01,430.88
16419,208,4,26856,4935.03,37.75
16420,61,8,12670,935.72,509.71
16421,289,8,3587,4837.31,
16422,354,14,12432,5145.71,912.56
16423,361,13,15116,7307.32,
16424,340,6,24752,7219.09,
16425,194,11,14422,7190.44,144.7
16426,346,6,6705,7158.33,222.17
16427,298,12,7818,7515.49,
16428,261,7,14602,8245.03,885.48
16429,232,6,3255,5604.61,978.43
16430,125,9,21601,5435.79,25.47
16431,36,13,17400,6158.93,244.17
16432,262,4,17311,206.91,524.62
16433,102,12,24133,4064.17,298.76
16434,31,3,142,6841.33,
16435,155,1,24172,6087.67,
16436,4,6,873,3187.4,
16437,39,2,11651,3768.49,86.96
16438,2,13,2287,6365.05,283.26
16439,78,10,4492,3625.36,38.8
16440,147,10,9283,9766.11,957.11
16441,266,15,14840,2211.83,34.68
16442,239,5,23547,8588.31,
16443,135,6,17745,4246.83,
16444,12,11,25074,3571.6,46.76
16445,85,12,16731,3080.01,
16446,112,4,15464,2705.75,
16447,349,13,9552,4059.84,
16448,291,2,8778,1148.74,
16449,240,2,8844,7660.9,
16450,157,2,2317,1076.82,
16451,54,13,9025,1631.82,40.19
16452,106,15,1370,6169.6,
16453,110,11,7619,7479.42,
16454,25,13,24531,2877.78,
16455,78,11,18777,3416.05,649.88
16456,310,13,16391,8579.66,302.46
16457,352,8,21350,8057.27,541.94
16458,174,7,12187,6316.12,981.96
16459,279,15,9196,9420.23,
16460,196,10,20541,9430.19,
16461,120,5,15238,6040.08,
16462,45,13,17453,9111.48,676.24
16463,114,7,22280,5552.45,
16464,248,13,2595,3893.44,344.84
16465,251,5,3251,1475.56,
16466,297,6,12843,5989.18,
16467,254,15,29265,8240.31,
16468,216,6,12480,2014.68,909.44
16469,235,3,3051,3445.7,
16470,309,7,4494,282.83,
16471,45,4,7317,470.68,20.08
16472,279,4,21889,5873.54,
16473,22,6,14753,1579.93,612.25
16474,261,8,6191,5276.16,
16475,311,15,26885,7873.39,367.07
16476,43,8,24590,2804.38,322.44
16477,158,7,12856,4143.48,77.5
16478,290,14,20227,1445.02,
16479,218,10,4344,5114.74,126.67
16480,109,4,2063,8865.29,577.1
16481,355,11,15228,4736.95,245.39
16482,91,7,7196,3576.03,504.2
16483,223,3,8234,9920.66,431.72
16484,63,6,28371,2070.85,
16485,336,1,26534,5011.16,597.08
16486,275,11,14849,7647.6,
16487,16,9,2292,1172.79,10.57
16488,148,13,27213,8518.6,93.86
16489,23,8,4412,9630.27,543.3
16490,68,11,9750,5223.88,439.33
16491,76,13,26145,7928.52,
16492,225,11,17698,7489.65,531.32
16493,346,8,18389,6185.77,
16494,305,11,5649,2300.63,
16495,257,10,26563,4785.84,994.66
16496,13,10,14523,317.61,773.72
16497,195,3,110,8889.7,390.28
16498,230,9,25599,3719.36,
16499,9,15,8437,5741.05,
16500,312,8,10219,3905.38,
16501,18,12,3609,8893.04,920.2
16502,346,7,22794,2795.52,
16503,95,12,29752,4404.48,756.59
16504,208,4,27070,8821.62,
16505,363,8,26841,6164.95,45.62
16506,236,15,28333,1832.42,351.23
16507,50,4,5386,8393.56,
16508,92,11,17786,4762.07,340.72
16509,189,7,29857,7852.69,501.24
16510,33,6,16168,604.81,833.54
16511,39,8,636,8991.92,222.44
16512,226,8,5461,2649.8,
16513,74,6,12873,6322.57,
16514,331,11,6382,4872.01,933.17
16515,54,11,12531,4995.9,
16516,358,4,5335,5906.33,
16517,43,2,7831,6962.4,
16518,152,1,23854,9125.15,217.34
16519,14,15,24680,4239.56,
16520,20,1,8096,9460.81,
16521,52,6,26342,323.56,
16522,36,9,26752,7867.9,
16523,282,1,19721,5157.83,
16524,216,5,23487,555.68,
16525,100,9,8800,9437.66,446.75
16526,60,11,4613,1728.12,260.24
16527,325,6,17512,1444.76,607.44
16528,192,4,8116,2388.24,277.99
16529,167,5,20013,189.75,
16530,250,6,288,3616.43,
16531,334,5,648,1679.42,
16532,339,2,20158,777.27,
16533,77,12,13728,8029.51,937.73
16534,298,14,21966,5545.54,
16535,301,6,21972,5320.41,
16536,340,14,6469,2264.26,315.51
16537,341,15,17384,1490.37,900.82
16538,3,11,3385,1067.27,398.54
16539,60,13,7748,5826.79,880.75
16540,64,11,13097,7784.65,
16541,131,15,837,432.88,791.43
16542,43,12,14920,4996.53,
16543,8,14,410,673.65,
16544,11,8,10573,4734.97,
16545,127,2,7115,1733.28,238.53
16546,286,13,3073,5328.54,376.42
16547,264,5,9075,6524.16,560.68
16548,94,13,4170,6546.34,600.95
16549,196,1,16168,1343.2,
16550,298,7,26339,838.75,
16551,246,1,3722,2785.59,
16552,95,10,11471,1524.83,394.09
16553,200,9,13252,549.9,224.95
16554,12,15,18229,5993.06,905.96
16555,20,10,22833,6132.23,
16556,64,13,22974,9569.9,
16557,290,5,17436,936.69,
16558,177,3,11228,6978.21,173.71
16559,332,13,11168,4643.56,
16560,348,14,14310,8374.07,
16561,169,8,19831,1782.94,
16562,22,15,1509,7122.45,
16563,342,1,5910,7685.6,904.32
16564,163,3,5115,6179.93,502.04
16565,246,13,15846,8758.37,347.86
16566,185,2,28231,6309.16,
16567,27,13,7513,847.93,
16568,158,1,13275,6665.9,825.43
16569,224,12,13687,6761.28,339.4
16570,339,12,5536,1407.43,
16571,6,3,21832,9213.78,
16572,260,7,11659,8627.78,
16573,69,15,2091,8368.19,510.37
16574,192,11,22986,3221.59,853.93
16575,210,11,22549,3467.58,469.67
16576,36,3,8063,5626.34,
16577,350,7,10904,9270.07,
16578,130,1,12208,1112.49,
16579,47,13,17678,4420.53,
16580,285,1,26665,3200.46,
16581,233,9,20258,4762.19,
16582,53,8,29854,6854.27,395.75
16583,23,3,12609,7874.09,243.61
16584,267,6,5442,2606.46,
16585,254,3,29823,4151.74,615.65
16586,216,10,25397,7293.46,701.1
16587,31,8,27682,4896.13,674.62
16588,28,6,9851,8391.92,
16589,343,1,10465,9936.14,767.43
16590,364,7,9332,4489.5,
16591,117,7,952,4168.34,
16592,358,8,12641,9952.03,405.79
16593,49,7,5282,9699.24,
16594,230,15,26070,9684.84,138.51
16595,347,8,9625,2733.71,708.48
16596,71,14,24525,9836.95,926.99
16597,125,12,804,2649.65,
16598,242,3,12123,4179.38,
16599,115,2,4098,489.93,
16600,265,8,11968,3829.65,
16601,280,4,17205,8555.04,324.5
16602,274,13,27578,2208.06,369.26
16603,349,11,28080,1906.37,454.0
16604,100,9,23977,4990.15,657.51
16605,210,12,10251,1578.76,
16606,195,11,27525,7883.05,602.0
16607,196,1,1768,6599.52,
16608,168,2,29669,465.18,89.41
16609,107,3,5470,4414.93,230.26
16610,245,8,17885,4390.33,441.97
16611,30,3,3441,5406.07,
16612,271,4,29592,3115.86,
16613,249,3,837,9579.51,
16614,168,1,5239,9284.25,410.24
16615,363,5,21996,6628.64,298.69
16616,98,8,21384,3623.48,329.19
16617,231,15,21395,4547.97,292.3
16618,300,5,4758,1230.35,992.09
16619,50,3,701,9721.4,
16620,71,13,23156,8481.64,
16621,290,11,27823,2358.46,
16622,234,5,9449,4834.65,410.81
16623,236,14,6794,6945.8,
16624,155,5,24555,1076.44,
16625,73,5,18452,6452.83,
16626,302,1,13983,872.67,961.6
16627,172,8,27088,6965.8,42.83
16628,137,14,13075,3105.2,
16629,152,10,13625,507.46,
16630,360,14,28202,1788.82,694.68
16631,188,13,22879,3253.63,
16632,289,10,10114,8099.49,
16633,304,3,18196,1417.81,
16634,283,7,17226,1794.65,
16635,11,7,17745,6566.03,614.62
16636,361,9,14904,5218.53,
16637,334,10,22619,5048.09,730.87
16638,252,6,1918,2287.43,628.55
16639,6,15,544,7126.93,
16640,361,9,12211,6982.91,91.44
16641,236,9,19382,6797.54,77.87
16642,37,14,11668,6200.71,596.13
16643,237,7,22350,1148.0,
16644,182,12,27422,2859.36,
16645,211,5,16167,8266.92,847.84
16646,363,11,15335,7130.53,960.51
16647,284,9,29239,1037.24,
16648,360,10,27811,4264.14,
16649,59,6,22796,8824.29,
16650,258,1,14142,5566.16,
16651,253,9,12648,5135.64,732.1
16652,92,13,27600,7331.42,774.89
16653,88,2,11203,8979.13,
16654,281,5,15258,4399.72,
16655,302,5,2870,6008.42,
16656,47,1,15076,9721.41,885.27
16657,34,1,4580,6439.51,143.74
16658,229,2,5175,5534.6,
16659,108,9,5298,7698.89,
16660,154,14,27455,8995.27,592.66
16661,110,2,11214,8115.48,
16662,353,10,10418,2344.57,277.53
16663,237,5,20878,7590.97,390.38
16664,266,7,26222,9405.9,
16665,306,9,12314,4593.81,
16666,170,7,10539,5119.46,
16667,261,2,2084,939.72,
16668,363,5,15471,3629.66,826.35
16669,176,2,21677,7864.69,416.4
16670,233,10,2880,4790.57,
16671,62,14,24367,4519.24,
16672,362,12,15007,5679.48,314.0
16673,75,12,7625,6909.85,875.58
16674,74,13,18471,1510.05,348.84
16675,199,12,27052,2125.04,629.95
16676,190,1,26966,483.24,811.51
16677,286,14,17841,4039.7,
16678,106,11,20527,8352.66,539.15
16679,348,1,3032,1592.31,
16680,127,13,25652,6743.16,
16681,52,7,20182,6664.11,
16682,230,1,366,3566.54,945.91
16683,56,14,18541,7507.73,129.33
16684,111,11,6645,5481.96,
16685,353,14,24914,9400.96,751.97
16686,247,2,23778,9013.05,847.81
16687,339,7,6948,8797.82,
16688,15,4,7761,3959.31,
16689,81,2,23326,9249.78,
16690,192,7,26323,9192.15,364.14
16691,113,4,14408,9006.95,
16692,327,1,29107,6225.38,
16693,236,14,23467,8296.95,
16694,88,6,5849,6933.66,
16695,270,9,15000,6277.86,761.34
16696,64,2,19190,7586.38,674.78
16697,55,8,14400,8537.25,
16698,189,11,17052,5157.6,
16699,150,6,4019,987.64,32.48
16700,146,2,8824,3758.74,
16701,88,1,11199,2091.75,457.04
16702,294,14,10325,5536.02,
16703,361,4,16658,7974.75,
16704,45,6,1513,3877.37,
16705,78,12,7869,2491.38,334.12
16706,15,2,3251,5459.4,
16707,131,15,4005,6983.5,
16708,336,5,7197,3672.51,376.61
16709,37,6,20237,3144.49,225.58
16710,275,9,518,2948.31,985.15
16711,124,14,2949,6419.31,
16712,330,7,10055,5989.96,
16713,38,7,17424,1917.47,
16714,248,9,10838,2327.09,
16715,232,5,20589,7714.19,913.65
16716,113,8,18769,167.35,259.08
16717,142,13,19134,6744.31,403.98
16718,141,12,3437,9546.2,
16719,166,7,22950,8206.39,727.33
16720,52,15,17012,6986.95,872.82
16721,42,14,22747,6014.63,
16722,134,11,21274,8118.69,
16723,35,3,10995,4209.69,982.95
16724,319,9,20678,8833.92,642.81
16725,282,2,13922,2975.53,235.85
16726,294,1,10399,392.86,713.94
16727,311,3,24123,893.92,
16728,365,15,11896,3575.92,235.64
16729,152,5,27320,6942.1,
16730,96,7,28948,8508.26,235.69
16731,19,6,22327,9809.09,732.3
16732,281,11,22986,4161.77,593.24
16733,105,14,13753,4587.26,
16734,153,14,5022,3542.0,
16735,112,12,1176,6791.91,
16736,272,3,6099,8116.78,
16737,77,5,12777,7017.8,210.3
16738,216,5,11471,6182.18,
16739,148,10,8908,8435.18,
16740,139,12,17763,5660.37,
16741,224,15,19764,774.67,
16742,280,12,21724,1488.95,834.2
16743,61,1,13603,8799.28,
16744,134,14,10684,6267.69,584.13
16745,125,6,11934,5979.6,910.34
16746,179,5,1130,3897.99,580.15
16747,96,11,21708,9000.3,723.9
16748,340,3,579,2813.91,759.84
16749,26,6,23931,4143.27,830.85
16750,72,13,29370,2943.01,
16751,341,11,12322,1961.32,246.62
16752,278,3,22030,6541.27,284.06
16753,209,8,17198,2037.67,
16754,100,10,28629,3426.01,
16755,292,15,25036,5619.27,261.09
16756,172,4,18932,4763.25,
16757,200,2,24644,7043.16,
16758,81,7,24291,4929.84,421.13
16759,328,15,411,3927.31,
16760,282,11,19787,3266.78,
16761,123,11,20245,457.56,
16762,190,4,21392,2667.95,139.71
16763,231,6,13557,347.53,196.37
16764,218,6,24958,3060.85,698.44
16765,6,14,15841,7118.26,780.8
16766,237,5,28212,4808.37,738.1
16767,299,2,22957,2736.64,
16768,307,13,10331,8784.19,
16769,6,3,922,2699.78,
16770,254,6,1375,3962.77,504.9
16771,274,8,23886,7203.34,
16772,303,4,8413,8077.09,
16773,58,9,15760,1094.18,
16774,179,8,20714,7464.41,
16775,327,4,15890,5887.01,303.54
16776,33,5,6278,1129.37,63.49
16777,33,4,24446,6227.29,374.37
16778,93,3,29936,4088.74,
16779,221,11,3839,1143.25,102.74
16780,195,10,14259,7063.3,895.15
16781,364,12,7069,9053.63,649.12
16782,80,10,26860,7689.26,
16783,271,3,22697,8567.62,456.01
16784,183,6,26680,7354.52,46.55
16785,81,14,1404,4093.38,
16786,36,10,8276,6035.31,165.63
16787,239,13,1564,5870.64,
16788,334,8,26634,9181.49,15.56
16789,328,14,15075,4313.26,
16790,294,14,15290,5891.18,509.36
16791,63,9,2403,6379.57,
16792,318,10,457,3834.23,641.61
16793,351,10,24656,9384.16,
16794,177,15,12839,3075.12,176.42
16795,304,7,11501,6874.75,
16796,252,14,14042,2129.25,225.53
16797,143,5,15310,3929.35,20.96
16798,242,1,13977,377.72,704.08
16799,49,1,26423,6072.45,599.61
16800,197,4,12910,1952.56,567.12
16801,335,7,6342,2530.36,442.78
16802,304,15,25937,5921.54,729.35
16803,253,9,27624,1091.28,952.99
16804,44,14,27256,899.72,848.67
16805,340,8,23895,8198.88,
16806,79,6,14990,9538.91,
16807,160,15,9488,4953.84,
16808,104,4,28768,8502.46,
16809,14,7,13075,6443.42,474.71
16810,42,12,1688,6235.26,454.47
16811,340,11,20692,7663.73,
16812,42,10,2185,5409.47,517.57
16813,82,11,17528,8454.48,223.22
16814,309,10,20441,7992.43,567.77
16815,223,8,14366,447.04,475.45
16816,242,12,16607,7224.12,
16817,17,11,3980,2749.1,362.38
16818,365,8,22180,4336.12,81.65
16819,51,7,22114,5624.61,606.06
16820,117,4,7273,3533.94,422.55
16821,334,4,5955,8876.43,937.01
16822,78,9,27358,1979.05,367.63
16823,35,6,18320,903.47,
16824,307,11,26622,9333.66,
16825,277,7,23241,5799.18,504.73
16826,89,3,25382,1974.67,
16827,217,8,10792,4095.1,
16828,17,8,29614,7415.91,23.33
16829,258,2,1738,931.92,
16830,211,8,8985,144.52,
16831,339,2,5016,6883.59,177.02
16832,165,6,19910,1089.78,
16833,318,10,4392,914.42,
16834,31,15,29223,9535.75,809.61
16835,284,15,2763,4012.18,
16836,19,3,16809,3995.5,
16837,33,11,15688,4324.19,941.13
16838,324,13,25817,6527.0,329.7
16839,285,3,420,7164.21,950.46
16840,39,14,29327,5334.1,
16841,235,10,19917,4454.21,
16842,171,6,5329,1133.37,659.8
16843,84,13,3791,2449.7,897.96
16844,250,15,5788,6192.29,
16845,59,4,14615,2776.3,666.11
16846,338,3,22391,8824.21,
16847,172,8,27790,2170.81,
16848,288,4,3899,3441.55,
16849,359,15,15129,2727.57,881.41
16850,125,1,24916,5247.51,
16851,5,14,20349,3382.38,
16852,300,8,10115,3725.51,
16853,331,3,4928,1834.53,804.96
16854,265,12,22075,7677.53,
16855,352,13,27521,9854.16,683.52
16856,36,9,11337,4862.35,412.75
16857,204,14,25358,7522.61,551.49
16858,61,8,475,1364.27,
16859,265,1,297,6808.43,733.8
16860,282,15,29568,3220.32,
16861,216,9,7338,820.4,
16862,217,7,2041,5277.72,
16863,248,12,20850,8615.73,452.0
16864,285,13,23118,3761.59,975.5
16865,364,11,7590,6128.11,
16866,64,5,8645,5845.27,
16867,293,7,18600,6999.85,926.51
16868,203,3,24284,7453.68,958.4
16869,151,2,23305,1585.07,
16870,307,10,11347,7141.93,
16871,268,3,11644,3392.82,
16872,25,11,23453,9320.21,
16873,327,11,29099,3740.78,372.11
16874,183,10,27768,7870.01,
16875,162,8,19807,2208.9,384.63
16876,238,4,11438,4906.86,191.44
16877,354,14,26574,7016.22,601.55
16878,25,5,10653,2174.96,89.44
16879,34,6,27082,548.98,489.19
16880,329,1,24173,9039.63,578.89
16881,39,1,26530,495.58,
16882,123,11,19273,7008.36,801.06
16883,269,14,9001,8478.48,805.43
16884,354,15,20351,3094.81,689.61
16885,246,4,27197,1239.89,
16886,349,3,9204,9219.69,
16887,189,10,20126,8371.39,146.02
16888,209,11,22271,280.79,796.85
16889,245,12,23401,5465.01,322.72
16890,322,5,17524,2488.11,
16891,40,15,7222,8587.98,
16892,125,3,19841,6783.77,563.1
16893,33,15,12451,8437.34,
16894,307,13,20577,8090.51,11.94
16895,56,1,51,9534.75,818.88
16896,272,14,15663,8983.18,
16897,326,3,12584,6869.81,58.44
16898,206,5,19013,1074.18,970.2
16899,169,8,25069,5272.08,
16900,181,2,16035,2136.88,
16901,40,12,25214,2110.71,
16902,94,4,15160,2154.57,
16903,298,15,23801,5530.76,
16904,132,3,28096,1348.57,
16905,363,14,5053,5168.6,571.85
16906,81,11,27668,4379.18,
16907,193,9,19208,1114.7,
16908,352,1,26357,8921.87,
16909,184,2,9654,7338.31,550.09
16910,255,1,27144,9241.81,
16911,188,10,18843,9369.49,
16912,174,6,11380,6661.65,223.66
16913,6,11,10613,8751.35,
16914,139,14,20072,9934.37,730.76
16915,91,14,17570,9594.28,
16916,231,11,18908,109.02,
16917,332,5,8807,9814.97,
16918,116,14,9024,7870.48,
16919,61,2,19230,7972.84,
16920,296,12,17330,2480.9,
16921,226,7,26133,3595.37,
16922,83,4,28251,8030.34,
16923,82,14,17117,2496.81,132.23
16924,131,8,23086,617.31,81.94
16925,289,10,17881,4837.23,
16926,68,8,8632,8151.39,91.28
16927,327,1,5442,9240.93,
16928,239,6,7566,4005.03,375.79
16929,118,7,22649,7813.86,330.02
16930,141,9,26182,1052.72,468.98
16931,33,3,19949,5917.64,392.38
16932,62,5,18164,5144.39,
16933,325,13,16168,2920.59,
16934,15,1,21730,7502.78,
16935,85,10,29654,8886.65,538.24
16936,235,8,529,9545.97,687.9
16937,209,11,10922,5826.4,
16938,245,2,9276,2232.85,377.85
16939,75,15,8045,5226.62,813.71
16940,337,3,18890,4151.65,546.91
16941,269,14,11087,7472.39,462.73
16942,184,5,21329,1814.53,
16943,337,9,18671,431.05,254.27
16944,209,3,11719,9218.35,
16945,150,10,2171,1155.37,
16946,5,13,644,9490.95,
16947,127,2,22723,9014.47,
16948,327,6,15692,6460.09,919.89
16949,255,9,20093,6968.49,559.85
16950,344,6,28857,8133.7,
16951,268,9,16883,9605.4,
16952,9,4,531,4958.4,272.33
16953,34,8,30000,3292.01,705.78
16954,230,6,11645,157.52,29.61
16955,135,14,28583,7874.32,
16956,64,11,20715,6042.67,
16957,289,15,11488,1328.37,824.69
16958,293,1,14474,165.62,969.27
16959,309,13,15639,3391.0,75.22
16960,97,5,19363,3626.27,660.94
16961,72,3,21464,192.7,
16962,131,2,26581,7072.97,18.58
16963,141,11,12855,6456.59,
16964,82,3,17967,9442.81,
16965,153,13,20468,1537.67,506.1
16966,194,2,5052,9341.8,836.75
16967,169,12,8882,1990.42,
16968,333,5,9494,6856.29,
16969,72,5,2467,3266.06,
16970,93,1,29819,6261.22,800.0
16971,133,7,21483,9648.5,492.58
16972,36,12,2962,3204.62,
16973,191,5,6329,1060.08,
16974,231,6,5431,3849.09,
16975,274,2,26459,7323.95,
16976,322,11,3253,2880.06,
16977,221,14,1002,8172.31,
16978,147,13,15586,2450.91,678.84
16979,319,2,28415,9112.0,
16980,145,11,14727,487.19,
16981,104,7,4634,3974.45,
16982,277,8,15161,4326.47,609.66
16983,100,11,10447,6835.9,859.13
16984,85,14,22267,6075.2,254.44
16985,57,8,19382,8374.74,299.05
16986,296,5,18555,1525.64,281.2
16987,284,4,27832,9008.78,134.12
16988,285,9,15648,1153.38,
16989,148,1,10321,6089.16,663.37
16990,346,4,26269,2611.35,
16991,32,15,7023,9568.0,
16992,101,3,16869,1834.79,
16993,85,2,28185,3765.4,
16994,158,6,5351,2813.84,813.88
16995,150,12,20941,9848.11,116.5
16996,336,11,16119,3337.45,136.47
16997,52,15,29641,2516.52,
16998,261,15,5928,6060.16,115.92
16999,155,9,11002,5995.84,
17000,332,8,23709,8897.85,
17001,296,12,28079,7626.36,
17002,309,1,29275,9303.91,351.32
17003,248,4,9413,1165.69,119.12
17004,188,7,25769,5367.57,
17005,262,7,3157,7827.4,906.48
17006,136,1,14757,7773.86,
17007,188,6,15593,8041.69,
17008,47,5,7266,9551.19,454.04
17009,112,15,4189,193.98,584.19
17010,201,6,2418,8418.32,
17011,8,10,4527,6663.53,
17012,32,10,10571,3732.43,830.75
17013,171,9,558,4179.94,
17014,236,6,28567,5189.48,571.76
17015,215,11,8411,2461.84,699.0
17016,323,6,16706,5917.48,
17017,71,9,18379,584.49,
17018,149,4,19572,9245.62,241.15
17019,73,13,10848,608.82,
17020,103,11,21179,7699.45,695.81
17021,18,3,25054,3834.58,
17022,88,9,12273,8554.28,952.11
17023,168,4,1291,4079.83,804.11
17024,269,13,18522,3180.36,
17025,41,14,3608,8827.05,468.86
17026,260,1,29423,4824.3,547.51
17027,339,12,3233,9016.67,
17028,178,10,10051,6679.87,235.3
17029,124,4,14185,2956.29,
17030,253,3,22461,8802.89,921.72
17031,175,13,26429,6416.32,601.55
17032,299,9,16088,3552.07,
17033,98,4,8725,2925.35,
17034,276,1,16245,2930.4,
17035,97,7,8754,4045.17,
17036,121,8,6969,8611.13,
17037,63,12,11262,969.02,917.42
17038,94,12,1446,1372.59,
17039,190,12,28768,905.98,
17040,15,15,19446,7209.56,539.48
17041,322,14,23613,5390.16,
17042,6,12,22503,6782.32,
17043,30,8,14840,3396.27,
17044,185,15,10646,4175.04,
17045,161,4,10202,1108.97,
17046,40,14,1498,7503.84,
17047,73,12,7249,6068.68,
17048,60,9,27565,6488.41,
17049,239,10,2823,4552.96,
17050,235,10,24517,2293.6,686.02
17051,119,13,18409,5908.73,964.17
17052,179,12,4377,543.42,
