balance_id,date_id,account_id,opening_balance,closing_balance,average_balance
13850,32,22429,2045.74,249.98,1147.86
13851,217,25020,3777.61,1834.09,2805.85
13852,31,17814,2791.05,442.4,1616.73
13853,155,9272,1328.13,1026.05,1177.09
13854,363,5272,4157.31,2663.35,3410.33
13855,56,26796,1434.14,2791.23,2112.68
13856,47,3451,4839.39,1551.69,3195.54
13857,29,22972,2289.43,2841.51,2565.47
13858,27,9101,80.47,4215.78,2148.12
13859,125,13760,2132.78,410.01,1271.39
13860,190,29580,302.24,1331.36,816.8
13861,10,1427,2673.01,421.87,1547.44
13862,264,27102,5024.81,3344.2,4184.51
13863,259,21814,1590.24,1208.67,1399.45
13864,332,11386,618.28,2283.42,1450.85
13865,126,24081,2278.17,1576.19,1927.18
13866,13,20692,1737.21,1011.45,1374.33
13867,285,28379,3179.71,3674.85,3427.28
13868,114,24909,91.57,3279.09,1685.33
13869,128,27960,1490.89,1919.36,1705.12
13870,222,9526,473.14,2752.24,1612.69
13871,199,20569,188.17,3752.38,1970.28
13872,311,27137,4352.86,1297.39,2825.12
13873,87,27834,671.83,1617.79,1144.81
13874,354,22876,12.12,1713.83,862.97
13875,270,13824,1905.8,3715.2,2810.5
13876,38,14019,2192.87,3422.31,2807.59
13877,120,10810,2922.72,3184.61,3053.66
13878,309,4712,1952.55,1881.56,1917.05
13879,215,27893,2126.89,2603.37,2365.13
13880,130,10636,2634.7,1515.75,2075.22
13881,274,12475,1484.28,2761.68,2122.98
13882,194,15352,872.82,4819.19,2846.0
13883,109,10993,1122.09,2613.02,1867.55
13884,68,4667,2855.82,1508.77,2182.3
13885,359,29231,918.98,1776.86,1347.92
13886,249,16096,2103.51,2395.98,2249.74
13887,160,25734,3752.03,1589.96,2670.99
13888,310,7928,1680.41,1883.68,1782.05
13889,132,23027,47.42,2939.13,1493.28
13890,135,4595,3468.52,4321.32,3894.92
13891,61,29611,3139.98,456.96,1798.47
13892,345,23043,2381.79,2075.73,2228.76
13893,71,25740,198.33,2338.16,1268.24
13894,150,15997,1706.9,905.73,1306.32
13895,133,11643,4408.41,320.4,2364.4
13896,123,29730,1531.71,3457.45,2494.58
13897,268,22270,2975.06,3000.0,2987.53
13898,3,17704,3123.47,2120.81,2622.14
13899,269,17128,879.25,844.57,861.91
13900,118,27124,325.9,3022.27,1674.09
13901,250,4908,3200.65,4275.82,3738.23
13902,42,14226,1384.69,1093.12,1238.9
13903,149,16870,1246.42,3942.37,2594.39
13904,41,23036,4624.17,439.58,2531.88
13905,82,16721,3959.36,2771.29,3365.32
13906,363,6401,1590.41,1106.27,1348.34
13907,82,23225,3157.39,827.81,1992.6
13908,263,11320,2936.46,318.59,1627.53
13909,67,25803,407.18,4494.09,2450.64
13910,341,25439,1173.22,2478.76,1825.99
13911,78,9551,2042.39,4269.37,3155.88
13912,249,16209,2320.86,7246.07,4783.47
13913,318,4445,3319.89,221.98,1770.93
13914,40,18554,879.45,2902.41,1890.93
13915,333,8572,2058.92,1820.48,1939.7
13916,7,19493,4013.42,1376.78,2695.1
13917,192,13092,1689.52,2437.23,2063.38
13918,53,18695,3553.72,3666.3,3610.01
13919,208,10029,2317.85,3144.46,2731.15
13920,127,24046,4144.41,550.15,2347.28
13921,358,28579,158.92,765.94,462.43
13922,326,2643,2352.32,2048.56,2200.44
13923,157,12201,4433.25,797.47,2615.36
13924,355,29590,715.79,2847.0,1781.39
13925,174,25220,1378.16,252.07,815.12
13926,129,9458,1285.66,997.3,1141.48
13927,14,23136,2185.14,1616.19,1900.66
13928,187,21765,1263.33,1961.07,1612.2
13929,7,19439,3492.93,683.65,2088.29
13930,19,10314,442.82,3251.44,1847.13
13931,213,22846,1707.42,3335.86,2521.64
13932,349,14660,3113.33,219.16,1666.24
13933,82,21873,2404.68,3986.24,3195.46
13934,3,1722,290.21,2046.63,1168.42
13935,33,15061,1387.18,1203.36,1295.27
13936,315,17627,662.74,4458.03,2560.38
13937,223,11540,3191.09,4192.47,3691.78
13938,267,13391,2043.54,1749.82,1896.68
13939,15,13336,4086.81,2552.37,3319.59
13940,183,20873,53.68,2249.22,1151.45
13941,356,29962,2308.08,1212.43,1760.26
13942,42,27399,21.21,2636.69,1328.95
13943,357,2772,1345.08,2594.96,1970.02
13944,290,18496,864.82,779.52,822.17
13945,145,7731,3112.19,581.45,1846.82
13946,82,2754,327.01,3096.47,1711.74
13947,324,23575,3259.97,2992.88,3126.43
13948,146,22393,1525.61,3486.24,2505.92
13949,58,10930,3138.7,949.32,2044.01
13950,332,12298,2077.86,1947.74,2012.8
13951,146,6188,1148.92,5773.36,3461.14
13952,7,9850,2687.03,935.17,1811.1
13953,155,23935,2858.13,3070.12,2964.12
13954,357,20367,1630.63,4872.35,3251.49
13955,85,8526,852.06,211.63,531.85
13956,114,7122,387.85,1165.16,776.51
13957,158,7907,3177.79,2792.91,2985.35
13958,295,3901,1933.31,4288.76,3111.03
13959,114,2368,330.25,474.2,402.23
13960,362,29776,1404.01,1738.62,1571.32
13961,336,6672,1018.69,350.45,684.57
13962,162,2187,1177.6,5391.6,3284.6
13963,133,1747,1331.48,2007.0,1669.24
13964,338,22596,445.58,3525.07,1985.33
13965,272,25721,2957.21,1129.47,2043.34
13966,147,27288,3717.35,3817.55,3767.45
13967,239,21397,696.88,335.83,516.36
13968,11,4557,2042.31,455.3,1248.81
13969,65,5863,2828.15,1882.72,2355.43
13970,150,10067,2131.35,1760.39,1945.87
13971,181,25330,725.72,2955.96,1840.84
13972,301,24128,1308.23,2270.31,1789.27
13973,300,18795,1562.94,2988.51,2275.73
13974,211,24789,1656.45,3511.39,2583.92
13975,111,14501,1561.22,911.87,1236.55
13976,15,24587,4529.2,4376.28,4452.74
13977,196,7141,2311.8,1087.4,1699.6
13978,250,28679,1861.82,2102.68,1982.25
13979,302,7686,1494.48,2278.0,1886.24
13980,163,15728,2334.65,4990.72,3662.69
13981,281,481,2602.0,1624.63,2113.32
13982,177,18716,2939.11,6017.88,4478.49
13983,225,22497,4754.96,831.86,2793.41
13984,198,6920,596.97,2712.52,1654.74
13985,33,3343,540.61,549.32,544.97
13986,257,17122,305.79,3191.59,1748.69
13987,182,4020,3413.63,1021.84,2217.74
13988,211,6606,1474.53,283.96,879.25
13989,34,18704,1738.58,1821.39,1779.99
13990,10,325,2350.89,117.41,1234.15
13991,95,27425,4886.16,30.28,2458.22
13992,233,13693,154.36,1956.59,1055.47
13993,89,4697,987.61,3994.78,2491.2
13994,268,1135,4224.67,2699.7,3462.18
13995,179,12638,1752.42,896.27,1324.35
13996,20,28283,2811.02,515.12,1663.07
13997,97,723,4484.3,2582.43,3533.36
13998,42,25317,1479.76,2135.14,1807.45
13999,310,11726,3097.03,3052.53,3074.78
14000,263,1402,5001.84,1672.89,3337.37
14001,185,19557,2424.66,4249.7,3337.18
14002,43,7270,1453.39,5514.77,3484.08
14003,142,25020,946.23,1674.08,1310.15
14004,301,15552,1.53,1453.48,727.5
14005,314,8431,1074.89,2327.29,1701.09
14006,31,7712,2213.06,3456.69,2834.88
14007,36,20246,3560.7,996.85,2278.78
14008,91,9864,1935.17,2475.67,2205.42
14009,294,22770,338.11,2282.33,1310.22
14010,237,1932,1504.75,2135.61,1820.18
14011,27,15042,1724.54,4031.14,2877.84
14012,139,1834,2659.06,1681.86,2170.46
14013,280,9648,1539.27,525.96,1032.62
14014,80,16051,2213.33,4121.0,3167.16
14015,92,3272,457.28,1121.54,789.41
14016,269,9420,2243.79,3228.53,2736.16
14017,159,23324,999.48,1070.51,1034.99
14018,347,1991,3703.45,2981.59,3342.52
14019,164,14466,1263.11,2861.88,2062.49
14020,15,14586,607.33,2066.83,1337.08
14021,324,10383,1415.01,732.44,1073.72
14022,337,23446,1044.23,2359.69,1701.96
14023,179,8834,1531.52,977.15,1254.34
14024,66,22210,1889.63,3136.7,2513.16
14025,177,7286,1941.07,2011.66,1976.37
14026,120,6107,4151.43,1029.08,2590.26
14027,219,34,2833.07,2398.32,2615.7
14028,323,16702,2287.22,748.36,1517.79
14029,18,11016,3504.2,1424.99,2464.59
14030,310,19176,36.31,720.51,378.41
14031,122,766,3476.73,286.14,1881.43
14032,107,5939,1617.14,2322.89,1970.01
14033,38,7180,3883.93,3733.19,3808.56
14034,139,10694,593.55,4091.31,2342.43
14035,342,4976,648.21,1740.02,1194.12
14036,301,16188,12.2,2217.93,1115.06
14037,122,22851,5128.59,2381.31,3754.95
14038,315,25645,2690.96,1839.52,2265.24
14039,338,27110,2305.78,1091.19,1698.49
14040,208,18573,1982.51,3974.42,2978.47
14041,237,24278,1305.77,2645.51,1975.64
14042,125,5742,987.02,824.08,905.55
14043,148,7184,2682.57,748.65,1715.61
14044,204,13988,4387.7,756.42,2572.06
14045,85,21576,238.28,1920.61,1079.44
14046,201,9766,2076.92,374.57,1225.75
14047,179,9261,1876.93,237.32,1057.12
14048,87,16957,2321.59,1800.35,2060.97
14049,63,4307,1679.09,2928.22,2303.65
14050,6,21123,1294.69,1553.62,1424.15
14051,123,16241,1266.09,4503.37,2884.73
14052,272,14083,1607.6,5242.39,3424.99
14053,54,23185,2197.9,1194.48,1696.19
14054,356,5529,3371.33,589.65,1980.49
14055,338,27365,3678.73,3882.87,3780.8
14056,73,12705,1057.78,79.19,568.49
14057,112,22962,4041.27,610.73,2326.0
14058,294,28833,5378.62,1953.83,3666.22
14059,168,5302,3293.73,1176.98,2235.36
14060,215,29165,3754.4,2799.74,3277.07
14061,113,8099,2284.82,506.3,1395.56
14062,140,11965,2570.84,59.6,1315.22
14063,71,28902,2728.66,4288.93,3508.8
14064,43,4485,3148.68,2037.3,2592.99
14065,63,18261,2387.92,2521.51,2454.72
14066,58,1953,688.87,3503.84,2096.36
14067,52,22411,2041.21,6578.79,4310.0
14068,349,27430,2258.89,3249.51,2754.2
14069,291,13288,2676.16,1735.81,2205.98
14070,271,616,3411.08,1718.64,2564.86
14071,168,16410,4004.31,78.22,2041.26
14072,292,11039,3671.11,2280.66,2975.89
14073,91,14110,4031.67,2328.82,3180.24
14074,330,19013,1755.29,2268.33,2011.81
14075,54,2672,233.53,302.7,268.12
14076,107,24136,3296.01,1654.24,2475.12
14077,317,6241,1574.2,1997.07,1785.63
14078,342,13830,2894.36,1098.43,1996.39
14079,160,1460,3022.71,406.77,1714.74
14080,9,3079,2332.64,251.45,1292.04
14081,242,15019,2094.85,853.29,1474.07
14082,222,27174,1976.96,3308.19,2642.57
14083,215,16894,2086.92,1770.39,1928.66
14084,303,1967,630.73,2536.13,1583.43
14085,18,22440,88.73,2475.15,1281.94
14086,296,15300,1682.28,1366.86,1524.57
14087,181,11268,3426.6,1405.51,2416.05
14088,222,26904,759.5,2171.14,1465.32
14089,230,1144,5013.41,543.18,2778.3
14090,117,28176,1114.28,2202.49,1658.38
14091,317,19199,655.51,2859.99,1757.75
14092,322,25181,297.12,5651.35,2974.24
14093,149,29666,2751.89,391.28,1571.59
14094,339,27583,1578.66,1601.62,1590.14
14095,74,22622,3933.73,2596.54,3265.14
14096,305,24174,1183.69,1836.32,1510.01
14097,144,18355,2139.43,1630.87,1885.15
14098,9,8657,514.22,2088.87,1301.55
14099,243,8565,241.29,3029.95,1635.62
14100,262,16373,3471.12,1464.17,2467.64
14101,102,22427,813.64,1496.41,1155.03
14102,232,4360,1892.59,2165.44,2029.01
14103,137,29499,1985.85,1511.8,1748.82
14104,342,2617,3465.92,1364.01,2414.97
14105,114,21202,772.35,1202.9,987.62
14106,85,55,3346.16,1746.01,2546.09
14107,133,24203,420.28,75.05,247.66
14108,288,20044,829.18,3574.55,2201.87
14109,3,7340,765.2,1036.67,900.94
14110,199,20580,6.72,1835.06,920.89
14111,98,8404,2486.61,3433.34,2959.98
14112,4,16445,4039.15,2740.87,3390.01
14113,318,23569,652.03,1929.25,1290.64
14114,127,3753,1287.6,956.39,1121.99
14115,133,12495,5316.38,1714.74,3515.56
14116,347,28490,1045.82,135.01,590.41
14117,234,15375,3218.2,2464.35,2841.27
14118,85,18182,4210.36,2443.0,3326.68
14119,7,25997,2470.62,2413.11,2441.86
14120,85,16749,3473.49,840.27,2156.88
14121,267,21284,875.82,1960.72,1418.27
14122,80,17479,1147.73,2479.14,1813.43
14123,8,56,3986.73,103.5,2045.12
14124,322,14138,1153.98,2589.47,1871.72
14125,336,14361,3563.76,211.89,1887.83
14126,351,21963,1928.27,4064.21,2996.24
14127,77,29856,1523.63,2398.11,1960.87
14128,178,7755,1720.44,3899.77,2810.11
14129,235,6776,1820.64,3202.34,2511.49
14130,272,14939,2099.27,2865.34,2482.31
14131,117,5015,1485.3,551.15,1018.22
14132,22,14064,2043.87,1170.97,1607.42
14133,189,25194,353.95,1366.02,859.99
14134,316,17424,2219.88,4043.58,3131.73
14135,68,8240,3696.46,2496.97,3096.72
14136,145,29667,3719.68,3312.9,3516.29
14137,355,3297,2104.17,431.97,1268.07
14138,178,2324,1960.62,2813.0,2386.81
14139,185,16534,1502.42,855.52,1178.97
14140,112,18267,2103.22,269.96,1186.59
14141,284,17712,827.6,3075.26,1951.43
14142,303,1123,1435.72,1675.24,1555.48
14143,186,20313,1936.02,923.74,1429.88
14144,228,14725,1471.76,3157.27,2314.51
14145,89,3918,3676.2,361.76,2018.98
14146,42,398,2271.1,502.44,1386.77
14147,260,10781,3970.28,455.02,2212.65
14148,266,21590,332.96,1714.16,1023.56
14149,138,6284,2958.75,4982.91,3970.83
14150,118,33,2267.91,2515.39,2391.65
14151,141,22856,2234.93,3488.25,2861.59
14152,69,25397,3348.2,1479.16,2413.68
14153,307,13516,611.48,1849.25,1230.37
14154,216,11866,25.69,3922.09,1973.89
14155,91,25337,4816.83,3890.12,4353.48
14156,327,20811,4052.55,2596.4,3324.48
14157,340,2991,2029.52,2862.71,2446.11
14158,189,19945,2633.58,2419.05,2526.32
14159,351,28215,921.79,6582.37,3752.08
14160,239,3269,2660.76,1046.32,1853.54
14161,106,3878,1824.54,2436.81,2130.68
14162,46,11743,4790.95,140.23,2465.59
14163,21,18866,1649.16,4245.4,2947.28
14164,70,11129,718.61,3709.61,2214.11
14165,185,217,2348.25,1365.24,1856.74
14166,327,8219,2986.74,2030.65,2508.69
14167,130,26214,20.23,3419.77,1720.0
14168,288,7370,2892.15,2248.76,2570.45
14169,49,22069,1531.08,755.37,1143.22
14170,138,667,1338.58,2368.28,1853.43
14171,171,5670,1518.88,3873.07,2695.98
14172,85,24815,2411.7,596.46,1504.08
14173,201,24344,228.88,4875.51,2552.2
14174,142,4535,2406.35,3568.3,2987.32
14175,147,2337,1571.05,3970.46,2770.76
14176,128,3168,3063.23,3468.78,3266.01
14177,4,2359,2855.08,3066.95,2961.01
14178,76,12585,447.85,3450.4,1949.12
14179,262,20602,3059.16,1288.97,2174.07
14180,206,28328,3212.62,130.34,1671.48
14181,232,1675,2398.34,4754.03,3576.18
14182,349,18966,2099.57,4174.82,3137.19
14183,47,25480,343.86,5040.2,2692.03
14184,353,7607,3876.05,1627.91,2751.98
14185,76,13519,3853.81,2549.19,3201.5
14186,152,23303,2805.53,2362.28,2583.91
14187,12,17336,2080.8,2330.74,2205.77
14188,134,12280,2473.42,2318.97,2396.19
14189,243,232,1247.35,2047.94,1647.64
14190,43,14992,1044.26,1987.98,1516.12
14191,321,27084,3604.98,488.37,2046.67
14192,307,9491,1301.25,1521.72,1411.49
14193,257,25323,2651.53,2897.95,2774.74
14194,206,976,604.69,3632.04,2118.36
14195,175,29955,2737.41,1668.33,2202.87
14196,258,13893,616.58,2288.06,1452.32
14197,75,15707,3829.91,2739.99,3284.95
14198,151,24015,75.11,3696.68,1885.89
14199,307,25464,2021.32,1158.14,1589.73
14200,151,23972,517.06,2131.21,1324.13
14201,56,27874,2769.09,1050.82,1909.95
14202,342,1907,1391.42,2684.3,2037.86
14203,27,28062,1743.08,3192.57,2467.82
14204,154,27006,4030.49,4330.9,4180.69
14205,80,19887,3802.81,2997.33,3400.07
14206,245,23817,806.48,256.84,531.66
14207,54,2567,3316.66,2641.11,2978.89
14208,57,28165,2751.75,2339.91,2545.83
14209,312,7494,1453.08,1968.39,1710.74
14210,300,22745,1995.66,1858.87,1927.26
14211,330,26871,3146.28,145.49,1645.89
14212,99,25998,3457.16,66.63,1761.89
14213,55,15786,1497.34,1580.21,1538.78
14214,225,19278,4244.3,1753.19,2998.74
14215,181,28822,1084.56,5848.41,3466.48
14216,19,21267,869.97,2207.62,1538.8
14217,171,11621,177.35,229.14,203.25
14218,155,28293,1184.49,1413.17,1298.83
14219,306,5799,726.88,84.3,405.59
14220,14,21696,3764.47,1759.49,2761.98
14221,60,4160,2327.62,319.97,1323.8
14222,315,7928,1934.85,2212.06,2073.45
14223,166,18365,2578.64,3463.99,3021.31
14224,180,4031,2735.3,2485.65,2610.48
14225,92,13843,2693.39,1618.41,2155.9
14226,78,28806,222.37,1043.32,632.85
14227,205,26839,1595.74,1284.78,1440.26
14228,65,9658,483.86,1143.7,813.78
14229,310,24140,490.76,2702.01,1596.39
14230,105,20902,880.11,2083.13,1481.62
14231,139,6166,1395.76,2783.16,2089.46
14232,128,15583,1315.98,314.0,814.99
14233,13,6565,1754.73,3721.28,2738.01
14234,339,23040,2282.28,2408.27,2345.28
14235,271,665,529.52,5097.44,2813.48
14236,306,12001,780.9,99.03,439.96
14237,229,8826,980.75,3672.11,2326.43
14238,21,25454,1084.58,6909.21,3996.89
14239,137,10283,2646.6,3214.02,2930.31
14240,169,5035,2027.9,544.83,1286.37
14241,62,13676,3847.27,4369.99,4108.63
14242,304,19379,1643.23,4060.58,2851.9
14243,265,1175,1906.43,1952.37,1929.4
14244,44,7120,485.76,3589.62,2037.69
14245,350,2023,627.26,29.59,328.43
14246,249,27409,2196.94,345.85,1271.39
14247,130,26123,1089.15,2244.17,1666.66
14248,173,24202,2580.2,3306.66,2943.43
14249,286,954,2579.14,1934.78,2256.96
14250,177,14134,1680.45,576.4,1128.42
14251,87,28444,2027.33,2367.89,2197.61
14252,171,1273,789.21,1827.89,1308.55
14253,266,17200,889.36,1327.34,1108.35
14254,253,10347,1749.25,2545.06,2147.15
14255,98,12183,3456.18,597.84,2027.01
14256,328,25206,2613.83,3539.72,3076.77
14257,268,11741,2098.53,1275.4,1686.97
14258,185,26335,1156.7,2804.62,1980.66
14259,259,3747,1877.24,1745.77,1811.51
14260,93,7294,3055.48,756.27,1905.88
14261,133,25426,2122.2,1548.16,1835.18
14262,5,17308,3293.26,4191.44,3742.35
14263,286,15319,525.25,900.26,712.75
14264,349,14995,417.53,3728.75,2073.14
14265,85,25454,732.58,777.74,755.16
14266,223,17828,83.72,1611.82,847.77
14267,171,21150,3549.63,759.78,2154.7
14268,138,22241,1939.82,2867.05,2403.43
14269,133,23382,2198.66,1491.24,1844.95
14270,228,14187,1756.58,2311.37,2033.97
14271,233,4831,1531.8,154.86,843.33
14272,348,18511,2526.91,2846.61,2686.76
14273,34,21813,4135.24,521.26,2328.25
14274,81,26380,2103.92,2583.73,2343.82
14275,45,15975,1351.24,230.11,790.67
14276,12,27788,70.25,3300.71,1685.48
14277,229,4791,1525.78,3371.9,2448.84
14278,125,2056,3048.03,678.62,1863.33
14279,69,5204,1945.39,2650.09,2297.74
14280,336,17007,2366.36,3027.38,2696.87
14281,292,14597,429.1,2106.71,1267.9
14282,150,12242,1387.75,1500.93,1444.34
14283,78,12244,443.19,1384.95,914.07
14284,363,4438,3731.35,930.44,2330.89
14285,282,25938,1768.44,1586.38,1677.41
14286,174,15913,1854.45,3719.63,2787.04
14287,190,24582,2490.15,2393.21,2441.68
14288,310,15033,3123.39,2143.83,2633.61
14289,286,7205,1332.07,3042.5,2187.28
14290,225,29412,3208.15,4460.14,3834.15
14291,40,25405,2848.93,2984.79,2916.86
14292,359,9699,1763.59,2418.59,2091.09
14293,248,4824,1005.6,2947.61,1976.61
14294,168,27403,2216.82,1231.89,1724.36
14295,235,12488,1644.74,1923.1,1783.92
14296,186,715,3489.69,2130.39,2810.04
14297,340,19758,487.95,748.47,618.21
14298,7,16693,119.67,2414.12,1266.89
14299,280,28055,3961.84,1366.89,2664.37
14300,86,22072,3834.91,3053.78,3444.35
14301,192,20236,2364.72,534.78,1449.75
14302,5,111,1727.48,2632.9,2180.19
14303,262,17361,3813.62,1039.42,2426.52
14304,189,1464,3831.06,3260.28,3545.67
14305,175,11756,1371.32,3068.59,2219.95
14306,145,11662,1940.83,1363.81,1652.32
14307,43,2305,3282.15,3856.66,3569.4
14308,273,3832,1975.32,1549.87,1762.59
14309,258,4343,638.83,1213.79,926.31
14310,203,29433,1519.13,608.21,1063.67
14311,348,9492,463.36,738.57,600.97
14312,12,27499,1656.42,2224.44,1940.43
14313,150,541,2073.34,3818.51,2945.93
14314,259,18547,318.21,836.82,577.51
14315,91,2111,2963.61,1488.79,2226.2
14316,123,958,457.13,259.43,358.28
14317,90,22010,2352.68,1116.61,1734.64
14318,107,3764,3641.9,3289.55,3465.73
14319,149,3952,1442.14,3243.56,2342.85
14320,317,6165,2818.09,991.97,1905.03
14321,99,3840,2801.52,3257.52,3029.52
14322,80,4294,464.87,3615.43,2040.15
14323,111,22509,1009.22,1545.67,1277.45
14324,210,7567,3562.45,2127.02,2844.73
14325,106,13438,1908.74,280.62,1094.68
14326,299,24124,3104.93,979.38,2042.15
14327,76,11846,2003.54,5512.08,3757.81
14328,307,8903,287.61,2397.34,1342.48
14329,325,9401,861.58,3416.21,2138.89
14330,248,6902,1187.22,3913.99,2550.61
14331,363,12617,3198.02,404.02,1801.02
14332,211,2689,1793.69,3369.78,2581.74
14333,137,13857,3343.31,2562.23,2952.77
14334,298,9117,522.81,4111.14,2316.98
14335,82,2155,4601.02,1420.14,3010.58
14336,139,20419,3471.83,895.74,2183.78
14337,134,9965,3799.32,3790.83,3795.07
14338,222,26677,1692.61,518.78,1105.69
14339,116,7648,1470.17,2995.72,2232.94
14340,225,15318,2808.34,1720.26,2264.3
14341,93,3338,3061.18,2894.78,2977.98
14342,290,6904,2580.44,426.27,1503.36
14343,157,12479,146.06,373.27,259.66
14344,60,7926,4927.37,574.49,2750.93
14345,149,24604,3632.15,3261.53,3446.84
14346,126,26460,1285.59,2878.85,2082.22
14347,109,19515,1125.03,3302.17,2213.6
14348,243,29178,3809.1,2197.23,3003.16
14349,96,10742,3791.65,2578.24,3184.94
14350,199,29811,5002.88,4118.87,4560.88
14351,298,25493,1473.94,3227.47,2350.7
14352,91,9984,1448.49,1569.59,1509.04
14353,76,10824,1809.46,1531.36,1670.41
14354,295,362,372.51,1918.84,1145.67
14355,88,29268,271.67,2433.97,1352.82
14356,222,10631,4054.81,2797.62,3426.22
14357,181,5481,455.08,3435.84,1945.46
14358,87,13559,161.04,2532.95,1346.99
14359,343,6149,664.5,4192.65,2428.57
14360,130,11133,2501.85,1510.28,2006.07
14361,150,19782,2284.93,2136.33,2210.63
14362,137,7846,3243.37,3551.4,3397.39
14363,282,26578,1915.75,4552.74,3234.24
14364,9,23279,5156.16,1850.42,3503.29
14365,301,7829,1782.8,375.23,1079.01
14366,324,8359,1794.44,2375.25,2084.85
14367,114,27154,299.03,3652.17,1975.6
14368,69,14790,4396.21,2460.13,3428.17
14369,342,15125,820.4,970.86,895.63
14370,320,753,3123.68,1312.73,2218.2
14371,298,9776,3394.37,1858.84,2626.61
14372,284,16213,981.57,2922.42,1952.0
14373,21,18460,1535.58,1148.58,1342.08
14374,348,1199,1961.93,2448.87,2205.4
14375,26,14863,3166.66,4404.99,3785.82
14376,217,19990,1084.76,445.92,765.34
14377,151,10872,848.92,60.75,454.83
14378,291,15714,946.88,989.2,968.04
14379,324,18366,2032.12,2230.66,2131.39
14380,29,26362,2610.84,5107.91,3859.38
14381,71,14703,1022.9,2131.14,1577.02
14382,126,27547,399.59,1472.8,936.19
14383,107,3845,3646.19,2109.72,2877.95
14384,333,9737,4061.21,3186.07,3623.64
14385,10,18722,114.36,379.0,246.68
14386,225,3275,1952.8,698.09,1325.44
14387,47,27559,1663.92,1275.04,1469.48
14388,332,259,554.65,4869.62,2712.13
14389,359,7292,1231.42,3957.33,2594.38
14390,304,29638,1813.77,1567.04,1690.4
14391,112,6692,745.85,3107.81,1926.83
14392,339,17342,280.86,1040.28,660.57
14393,117,27530,1087.61,2044.85,1566.23
14394,278,15458,1988.32,2004.42,1996.37
14395,286,1303,3852.47,1809.48,2830.97
14396,113,9251,2043.38,3801.47,2922.43
14397,364,14480,475.19,1936.88,1206.04
14398,260,11708,1193.16,651.47,922.32
14399,146,26595,162.22,6196.56,3179.39
14400,176,25432,1989.51,2277.29,2133.4
14401,85,19807,2812.26,1933.21,2372.74
14402,240,5236,2154.22,4204.07,3179.14
14403,346,15477,2504.5,2374.09,2439.3
14404,309,13115,2732.0,2149.19,2440.6
14405,333,19214,4585.02,4451.53,4518.27
14406,348,27195,2382.1,397.44,1389.77
14407,349,5655,145.07,2617.95,1381.51
14408,305,27904,1311.62,2427.23,1869.42
14409,331,23697,1940.05,1317.6,1628.82
14410,229,8284,2075.28,3258.87,2667.07
14411,74,14745,2789.9,2775.74,2782.82
14412,249,2531,2444.97,1063.65,1754.31
14413,173,22534,1391.51,1148.87,1270.19
14414,171,23169,2658.71,2727.61,2693.16
14415,39,15570,202.57,4132.81,2167.69
14416,236,19877,1095.02,1025.93,1060.47
14417,2,26606,1434.31,2071.15,1752.73
14418,39,877,1405.78,2551.7,1978.74
14419,30,9990,1502.68,2258.96,1880.82
14420,161,18490,2111.52,2626.73,2369.12
14421,41,10123,3232.99,3595.3,3414.14
14422,54,24582,5487.97,2542.73,4015.35
14423,27,7556,4347.79,5361.57,4854.68
14424,342,13462,3377.95,3135.85,3256.9
14425,101,4870,2059.42,2749.97,2404.69
14426,266,17332,675.12,1173.97,924.55
14427,356,7307,2495.46,1788.54,2142.0
14428,96,28994,1428.62,1344.22,1386.42
14429,192,29594,4300.11,5047.75,4673.93
14430,157,18284,319.46,558.53,439.0
14431,106,3015,1715.55,2232.74,1974.14
14432,144,22260,211.94,61.12,136.53
14433,253,21606,2614.79,2627.29,2621.04
14434,68,3671,8.62,701.5,355.06
14435,10,5535,1454.72,1315.63,1385.18
14436,280,11527,47.84,449.27,248.56
14437,243,9836,2819.24,2689.94,2754.59
14438,135,24484,2561.05,602.88,1581.97
14439,291,13512,574.77,3936.41,2255.59
14440,355,9244,651.3,1994.24,1322.77
14441,303,23938,988.21,1524.08,1256.14
14442,261,10357,1584.62,3063.28,2323.95
14443,123,13192,2030.25,297.17,1163.71
14444,142,2413,3508.19,2640.57,3074.38
14445,177,3572,1811.27,2132.84,1972.06
14446,345,10376,3069.4,959.84,2014.62
14447,171,505,1877.16,2040.83,1958.99
14448,1,27641,1410.09,1419.19,1414.64
14449,170,14293,1758.49,3489.61,2624.05
14450,352,27615,81.67,838.44,460.06
14451,166,28189,1146.91,206.28,676.6
14452,136,6255,3392.86,4038.61,3715.74
14453,134,13317,964.99,2697.5,1831.24
14454,168,18820,1992.9,1311.41,1652.16
14455,280,23792,3806.36,1635.0,2720.68
14456,272,21642,781.69,1450.8,1116.24
14457,210,19667,521.04,3572.14,2046.59
14458,7,10478,846.2,2432.79,1639.49
14459,226,4525,2712.49,2564.08,2638.28
14460,136,25462,1080.55,1670.46,1375.51
14461,43,18233,4114.4,3713.5,3913.95
14462,92,2705,2660.98,465.76,1563.37
14463,8,24273,3257.99,2949.51,3103.75
14464,155,3645,2618.22,3279.19,2948.7
14465,23,24868,1877.59,1034.29,1455.94
14466,11,78,4022.03,397.37,2209.7
14467,253,7313,1959.09,847.65,1403.37
14468,314,5861,2969.97,2809.5,2889.73
14469,179,21097,5536.55,54.09,2795.32
14470,224,28912,1273.8,3073.57,2173.68
14471,273,1322,81.59,2057.52,1069.56
14472,265,15283,4207.99,2518.07,3363.03
