loan_id,loan_type,loan_amount,interest_rate
14932,Personal,33287.47,1.75
14933,Mortgage,2663.69,5.86
14934,Personal,18383.16,3.15
14935,Mortgage,6299.37,4.64
14936,Personal,47803.03,3.29
14937,Personal,44777.5,4.97
14938,Personal,18478.22,1.58
14939,Personal,42557.27,4.63
14940,Personal,4717.5,4.69
14941,Student,29239.35,3.21
14942,Personal,33565.52,3.96
14943,Mortgage,17697.02,4.22
14944,Mortgage,25852.39,4.09
14945,Personal,26117.29,4.14
14946,Mortgage,35198.7,4.0
14947,Personal,10414.72,4.57
14948,Student,20048.45,3.46
14949,Student,5763.07,3.72
14950,Student,15741.24,1.13
14951,Student,48508.15,2.75
14952,Student,35011.66,3.28
14953,Auto,40142.62,3.11
14954,Student,45057.94,3.02
14955,Mortgage,36116.69,4.99
14956,Personal,42706.22,1.65
14957,Personal,10725.55,1.97
14958,Personal,49190.04,4.29
14959,Auto,11214.46,1.47
14960,Mortgage,12577.84,3.82
14961,Personal,2358.34,3.9
14962,Mortgage,48117.04,5.1
14963,Personal,10149.03,2.7
14964,Student,4658.31,4.34
14965,Auto,29468.72,4.72
14966,Student,1331.34,2.68
14967,Auto,4627.51,2.17
14968,Auto,41202.05,1.25
14969,Personal,25201.65,2.73
14970,Personal,5569.68,4.06
14971,Personal,47801.08,2.17
14972,Personal,41732.61,2.34
14973,Mortgage,41908.88,5.16
14974,Mortgage,31868.28,5.91
14975,Student,33450.69,2.73
14976,Mortgage,24802.03,3.87
14977,Auto,4531.97,2.51
14978,Personal,22850.18,1.59
14979,Mortgage,24714.9,3.36
14980,Auto,36779.52,1.32
14981,Personal,7130.35,3.47
14982,Personal,47582.6,2.7
14983,Auto,40964.7,2.7
14984,Mortgage,35210.84,3.86
14985,Auto,35205.86,2.96
14986,Personal,6049.75,2.75
14987,Personal,19862.91,3.98
14988,Personal,13730.69,4.13
14989,Student,43183.22,3.91
14990,Auto,48207.51,3.17
14991,Personal,37019.77,4.56
14992,Auto,3429.5,1.42
14993,Personal,12886.08,3.54
14994,Auto,29187.18,1.9
14995,Auto,5209.2,2.47
14996,Mortgage,19508.17,5.83
14997,Auto,19231.85,4.76
14998,Personal,8112.52,1.5
14999,Student,8716.75,4.64
15000,Auto,10772.34,4.09
15001,Auto,1937.9,3.02
15002,Auto,9946.93,2.78
15003,Auto,29899.59,2.55
15004,Student,15063.19,3.53
15005,Mortgage,25416.98,3.4
15006,Auto,26814.94,4.67
15007,Student,12804.28,2.27
15008,Mortgage,11865.95,4.16
15009,Student,19425.04,4.93
15010,Auto,11928.96,2.91
15011,Auto,12264.99,1.49
15012,Personal,6290.04,4.1
15013,Personal,14092.49,4.99
15014,Personal,37637.69,2.24
15015,Personal,39312.54,4.58
15016,Personal,43453.75,1.79
15017,Mortgage,2735.23,3.75
15018,Mortgage,23570.83,5.4
15019,Personal,37475.96,2.96
15020,Auto,36600.91,1.97
15021,Auto,45659.69,1.76
15022,Student,14742.68,1.94
15023,Personal,29930.98,2.53
15024,Personal,30331.68,4.69
15025,Auto,43285.41,3.44
15026,Mortgage,49364.09,5.5
15027,Auto,30908.07,3.29
15028,Personal,33634.77,3.64
15029,Auto,46901.63,3.15
15030,Student,44764.98,4.69
15031,Personal,6093.09,1.14
15032,Personal,2346.42,3.93
15033,Mortgage,27159.55,5.89
15034,Personal,30699.67,3.06
15035,Mortgage,5034.51,5.33
15036,Auto,25533.87,4.16
15037,Student,43080.84,1.11
15038,Mortgage,2140.15,4.98
15039,Student,7932.71,1.43
15040,Personal,12834.09,2.89
15041,Mortgage,26616.01,3.62
15042,Auto,5537.98,1.92
15043,Auto,43248.35,1.14
15044,Auto,32916.73,4.77
15045,Personal,24650.97,3.82
15046,Student,38642.72,1.08
15047,Student,4277.18,5.0
15048,Student,23160.25,3.17
15049,Personal,20931.62,2.61
15050,Auto,8391.12,2.96
15051,Student,2767.18,1.98
15052,Auto,38812.23,4.95
15053,Personal,5893.88,4.96
15054,Student,12511.16,3.05
15055,Mortgage,11469.87,3.62
15056,Mortgage,36476.23,3.78
15057,Personal,18494.19,2.33
15058,Personal,10909.74,2.75
15059,Mortgage,43937.19,4.23
15060,Student,44379.79,4.37
15061,Personal,2346.43,4.15
15062,Mortgage,14230.12,4.99
15063,Student,5937.68,4.89
15064,Mortgage,6673.15,3.42
15065,Student,3544.44,2.08
15066,Student,3138.2,2.27
15067,Personal,18079.01,3.62
15068,Student,1853.93,2.16
15069,Student,1160.49,4.87
15070,Personal,17991.17,2.9
15071,Auto,8306.27,3.49
15072,Auto,8634.84,2.8
15073,Mortgage,46193.49,4.92
15074,Mortgage,30033.17,3.26
15075,Personal,7017.0,1.56
15076,Personal,11239.75,4.76
15077,Mortgage,2633.16,4.32
15078,Mortgage,6508.11,4.13
15079,Personal,26576.0,4.4
15080,Mortgage,44990.21,3.39
15081,Mortgage,21319.03,3.78
15082,Personal,40758.37,2.68
15083,Mortgage,6729.17,4.99
15084,Personal,13483.98,2.47
15085,Student,20712.17,1.69
15086,Mortgage,5301.59,3.32
15087,Personal,30134.4,4.24
15088,Student,23377.74,4.96
15089,Personal,40075.01,4.36
15090,Mortgage,7653.82,4.19
15091,Student,20521.22,2.1
15092,Auto,19384.55,4.65
15093,Student,24061.26,1.59
15094,Student,31730.28,2.45
15095,Personal,19478.74,3.45
15096,Personal,4088.71,3.58
15097,Auto,4447.19,4.66
15098,Auto,8289.79,4.6
15099,Mortgage,1921.19,5.33
15100,Personal,10697.27,3.81
15101,Personal,3969.7,3.63
15102,Student,41653.47,1.38
15103,Personal,4697.96,4.83
15104,Auto,2883.77,3.65
15105,Student,24424.67,1.24
15106,Student,36199.43,4.26
15107,Mortgage,39476.5,3.19
15108,Personal,41424.35,2.79
15109,Mortgage,25884.51,4.81
15110,Auto,19960.85,1.43
15111,Auto,9027.11,2.6
15112,Mortgage,44116.62,3.1
15113,Student,27334.8,4.19
15114,Auto,45306.58,4.52
15115,Student,8255.84,3.03
15116,Auto,16176.79,1.57
15117,Auto,9720.74,4.11
15118,Student,9404.1,1.87
15119,Mortgage,3335.41,3.77
15120,Mortgage,11255.49,4.84
15121,Student,17787.28,2.75
15122,Mortgage,9481.3,3.64
15123,Personal,32867.17,1.19
15124,Personal,14588.51,4.6
15125,Personal,31103.27,4.33
15126,Mortgage,45141.56,3.63
15127,Mortgage,7668.33,4.73
15128,Student,32444.64,1.42
15129,Student,12354.01,3.79
15130,Auto,21776.56,2.5
15131,Student,20258.32,3.83
15132,Mortgage,48899.81,5.06
15133,Personal,4952.67,1.19
15134,Personal,25155.33,2.58
15135,Auto,49509.28,4.64
15136,Mortgage,35871.21,4.95
15137,Student,24831.11,3.71
15138,Auto,36202.41,1.39
15139,Auto,20639.04,4.45
15140,Auto,12192.55,1.85
15141,Student,3329.39,4.91
15142,Mortgage,36956.09,4.38
15143,Student,43829.76,2.82
15144,Personal,26442.87,1.34
15145,Auto,4044.5,1.39
15146,Mortgage,11379.68,3.36
15147,Personal,45099.07,4.5
15148,Student,30991.08,3.72
15149,Personal,23412.56,3.1
15150,Auto,7927.01,1.74
15151,Personal,26004.8,3.4
15152,Student,35782.34,4.91
15153,Mortgage,44296.32,3.57
15154,Auto,7241.51,1.8
15155,Mortgage,30000.35,4.4
15156,Student,31479.49,3.03
15157,Auto,17542.91,3.47
15158,Personal,45114.86,3.15
15159,Personal,13236.76,4.04
15160,Personal,3982.72,4.38
15161,Student,43167.13,3.69
15162,Student,35019.42,2.72
15163,Personal,34407.63,1.57
15164,Auto,44787.82,1.02
15165,Personal,8723.99,3.31
15166,Personal,33373.8,4.8
15167,Auto,23242.82,2.06
15168,Student,4609.85,4.38
15169,Personal,10258.64,3.2
15170,Personal,11878.45,4.87
15171,Auto,38458.39,2.43
15172,Personal,20030.62,3.27
15173,Student,43894.79,3.15
15174,Student,19794.59,1.01
15175,Auto,11695.55,2.5
15176,Auto,23007.93,4.82
15177,Student,37359.98,2.17
15178,Personal,43255.4,3.12
15179,Personal,16756.39,3.1
15180,Student,37044.06,2.07
15181,Student,21854.04,3.49
15182,Auto,4188.41,3.91
15183,Auto,3879.9,2.71
15184,Personal,1684.21,3.74
15185,Personal,17941.18,2.78
15186,Mortgage,15286.84,4.52
15187,Auto,6356.29,3.92
15188,Auto,17063.39,4.36
15189,Personal,31840.56,4.99
15190,Auto,24033.25,2.88
15191,Mortgage,9082.39,3.87
15192,Personal,5728.17,1.12
15193,Personal,24671.96,1.27
15194,Personal,24232.25,1.93
15195,Mortgage,25046.93,4.13
15196,Student,42766.02,1.86
15197,Student,44712.33,2.62
15198,Student,14945.57,4.99
15199,Personal,21568.65,3.37
15200,Auto,14271.12,4.64
15201,Personal,17342.11,3.52
15202,Auto,25612.79,1.6
15203,Personal,34314.05,3.59
15204,Auto,2551.97,1.3
15205,Personal,45305.27,3.63
15206,Auto,46674.21,2.4
15207,Student,41266.74,3.19
15208,Mortgage,48449.68,5.34
15209,Auto,7536.22,3.58
15210,Student,35298.23,3.66
15211,Personal,1432.37,3.62
15212,Auto,22259.74,1.14
15213,Mortgage,5544.55,5.21
15214,Mortgage,26655.05,3.67
15215,Auto,43964.77,2.95
15216,Auto,41184.35,2.54
15217,Student,27420.02,2.19
15218,Personal,45393.7,2.38
15219,Student,23983.68,3.46
15220,Student,7186.35,3.85
15221,Mortgage,3231.35,4.4
15222,Mortgage,36984.69,5.83
15223,Personal,29991.93,2.43
15224,Personal,30358.01,1.73
15225,Personal,25052.92,3.77
15226,Student,4540.46,4.07
15227,Student,5759.72,2.19
15228,Mortgage,1216.17,5.19
15229,Auto,6060.94,1.08
15230,Mortgage,31839.5,5.91
15231,Mortgage,12241.33,4.53
15232,Student,9924.17,4.69
15233,Student,20697.7,4.27
15234,Mortgage,15609.28,5.2
15235,Mortgage,29370.79,3.61
15236,Personal,20906.2,4.58
15237,Student,11871.23,4.06
15238,Mortgage,20509.87,5.86
15239,Personal,42991.94,3.31
15240,Student,31662.27,4.15
15241,Student,20661.17,2.79
15242,Personal,29056.48,2.72
15243,Auto,27825.98,2.32
15244,Auto,15900.66,1.99
15245,Student,31707.42,2.98
15246,Mortgage,14067.54,3.31
15247,Auto,43724.93,1.84
15248,Mortgage,26825.1,3.76
15249,Personal,8160.92,3.36
15250,Mortgage,11728.68,3.82
15251,Student,43871.03,2.94
15252,Auto,28389.11,4.74
15253,Mortgage,28946.84,4.99
15254,Mortgage,10445.02,3.31
15255,Student,12183.82,2.32
15256,Student,18862.55,3.64
15257,Mortgage,27845.44,3.64
15258,Auto,8326.3,2.62
15259,Mortgage,23660.12,5.8
15260,Student,13415.85,1.78
15261,Student,28135.88,2.57
15262,Student,16383.12,3.5
15263,Auto,13823.31,2.05
15264,Mortgage,21955.98,4.46
15265,Mortgage,28550.6,5.66
15266,Mortgage,45535.37,3.91
15267,Personal,30059.29,3.67
15268,Student,36520.15,3.04
15269,Student,15645.46,3.91
15270,Personal,39934.52,3.48
15271,Mortgage,26120.81,5.25
15272,Mortgage,37645.84,4.57
15273,Auto,3943.75,1.4
15274,Personal,20392.78,1.82
15275,Student,37365.48,2.14
15276,Personal,2820.62,2.96
15277,Personal,6427.0,1.46
15278,Auto,43794.89,4.52
15279,Student,14048.63,3.71
15280,Mortgage,3562.62,4.87
15281,Auto,43728.83,3.22
15282,Mortgage,9580.03,3.66
15283,Mortgage,14543.75,5.09
15284,Student,18169.52,2.44
15285,Personal,6289.3,2.26
15286,Personal,17074.47,3.91
15287,Auto,14731.99,4.02
15288,Mortgage,44519.1,4.01
15289,Auto,39623.51,2.02
15290,Auto,4603.0,3.34
15291,Mortgage,35051.87,5.46
15292,Student,1378.37,4.28
15293,Mortgage,38044.83,4.09
15294,Mortgage,37203.76,4.66
15295,Personal,5635.5,1.84
15296,Student,38891.22,4.45
15297,Personal,27185.69,2.11
15298,Personal,19177.37,3.61
15299,Mortgage,13949.09,4.96
15300,Mortgage,27598.24,5.57
15301,Mortgage,34673.57,5.5
15302,Personal,31825.19,4.2
15303,Auto,6814.79,4.27
15304,Student,21032.49,2.43
15305,Student,46627.29,3.16
15306,Auto,24577.93,1.44
15307,Student,14900.93,2.11
15308,Student,38844.07,2.86
15309,Auto,2219.13,4.09
15310,Mortgage,30274.3,4.99
15311,Student,30569.41,4.83
15312,Student,39143.02,4.9
15313,Personal,15438.05,1.58
15314,Mortgage,28623.09,4.49
15315,Student,1401.17,1.4
15316,Auto,20126.64,2.86
15317,Student,31485.32,2.92
15318,Mortgage,32038.92,5.19
15319,Mortgage,9760.56,5.6
15320,Mortgage,49575.95,3.59
15321,Auto,25568.2,3.26
15322,Auto,43072.28,3.18
15323,Mortgage,37063.21,5.84
15324,Personal,26765.61,4.04
15325,Mortgage,28001.42,3.61
15326,Mortgage,22351.72,5.76
15327,Mortgage,6938.18,5.78
15328,Personal,10166.96,4.66
15329,Mortgage,48025.95,5.24
15330,Personal,46301.91,2.2
15331,Mortgage,1719.78,4.04
15332,Auto,23619.07,4.63
15333,Personal,18785.57,2.52
15334,Mortgage,11400.42,3.62
15335,Mortgage,48760.49,3.46
15336,Student,44481.51,1.06
15337,Auto,30150.21,4.94
15338,Student,39175.3,2.41
15339,Mortgage,27590.29,3.26
15340,Auto,6602.86,2.24
15341,Auto,8301.36,4.6
15342,Personal,35853.75,4.2
15343,Mortgage,9115.52,4.93
15344,Student,23258.44,3.04
15345,Personal,16689.54,4.05
15346,Personal,47556.29,3.15
15347,Auto,34043.19,1.65
15348,Mortgage,29353.09,3.47
15349,Personal,19183.32,1.85
15350,Student,3150.8,3.49
15351,Student,5839.27,3.96
15352,Mortgage,21352.56,4.1
15353,Personal,20024.34,3.53
15354,Student,35317.55,3.42
15355,Personal,8509.85,2.64
15356,Personal,37369.27,2.21
15357,Personal,19281.32,2.21
15358,Auto,20231.21,4.48
15359,Mortgage,48870.68,4.79
15360,Mortgage,37343.41,3.91
15361,Student,35877.11,3.06
15362,Mortgage,5725.05,3.24
15363,Personal,21290.42,3.18
15364,Student,13115.13,1.6
15365,Personal,40680.07,4.5
15366,Auto,29168.03,4.49
15367,Auto,26609.41,3.92
15368,Auto,28046.99,3.17
15369,Personal,25726.91,1.25
15370,Auto,41305.08,2.36
15371,Mortgage,38293.85,5.58
15372,Auto,1672.74,3.4
15373,Personal,7318.26,2.89
15374,Personal,14788.93,4.89
15375,Personal,41597.14,1.1
15376,Mortgage,9441.72,4.45
15377,Auto,9133.79,4.73
15378,Personal,4410.22,3.28
15379,Auto,3199.75,2.82
15380,Auto,27882.69,2.02
15381,Mortgage,47496.58,3.17
15382,Personal,2953.14,4.13
15383,Student,40343.02,2.88
15384,Mortgage,48831.31,3.47
15385,Personal,29661.22,3.66
15386,Personal,16111.16,3.27
15387,Student,29037.14,3.65
15388,Mortgage,32985.98,5.5
15389,Personal,13019.63,2.07
15390,Auto,38397.89,3.21
15391,Auto,10387.46,1.41
15392,Personal,33238.39,3.5
15393,Auto,33656.22,4.6
15394,Student,47382.9,1.53
15395,Personal,19444.68,1.67
15396,Mortgage,44964.56,5.51
15397,Auto,47808.4,1.71
15398,Student,34860.95,2.2
15399,Auto,10897.2,4.8
15400,Mortgage,41050.68,3.04
15401,Personal,17265.85,3.02
15402,Auto,19806.75,2.96
15403,Auto,32872.64,4.49
15404,Auto,36843.06,2.98
15405,Student,43657.11,1.28
15406,Auto,6342.96,1.23
15407,Personal,38608.4,3.57
15408,Mortgage,6892.64,4.29
15409,Student,31092.61,1.52
15410,Mortgage,18338.82,5.28
15411,Student,28638.2,4.31
15412,Student,39996.67,1.3
15413,Auto,30246.46,1.11
15414,Personal,26901.85,3.52
15415,Auto,23727.9,2.9
15416,Auto,35657.5,4.47
15417,Personal,20935.16,1.78
15418,Student,36587.34,1.75
15419,Student,31785.06,4.32
15420,Student,15187.67,2.59
15421,Personal,13040.86,4.24
15422,Personal,30214.49,3.42
15423,Personal,16737.68,1.82
15424,Student,22212.3,1.3
15425,Auto,33319.98,4.28
15426,Student,27124.53,1.35
15427,Mortgage,19785.26,5.84
15428,Personal,2528.17,1.29
15429,Student,19858.82,1.74
15430,Auto,45915.51,2.4
15431,Student,35589.91,3.96
15432,Student,24684.05,3.44
15433,Personal,40661.18,3.51
15434,Mortgage,17101.96,4.94
15435,Student,20482.88,4.77
15436,Student,45332.2,2.39
15437,Student,15861.71,5.0
15438,Student,9883.76,1.38
15439,Student,35953.71,2.98
15440,Student,45637.52,3.13
15441,Mortgage,15289.11,4.38
15442,Mortgage,33341.31,3.33
15443,Auto,45952.94,4.52
15444,Student,7472.24,4.71
15445,Mortgage,32801.38,4.71
15446,Personal,2560.96,1.37
15447,Auto,9829.02,2.47
15448,Auto,41565.69,4.62
15449,Mortgage,33143.82,5.69
15450,Auto,37320.67,3.7
15451,Auto,44509.29,4.93
15452,Student,26847.16,3.74
15453,Personal,33744.51,2.82
15454,Mortgage,46728.33,4.56
15455,Auto,10330.78,3.76
15456,Mortgage,34696.12,5.19
15457,Personal,19513.57,4.06
15458,Student,39469.94,2.39
15459,Personal,9610.72,1.14
15460,Personal,1257.62,2.29
15461,Auto,15573.62,2.15
15462,Mortgage,46015.99,5.61
15463,Auto,2158.32,1.41
15464,Personal,29531.3,2.03
15465,Personal,10319.98,2.8
15466,Mortgage,29826.32,4.47
15467,Student,34821.0,3.52
15468,Mortgage,41072.29,5.02
15469,Personal,31199.05,2.09
15470,Auto,10234.53,3.66
15471,Auto,25460.94,2.46
15472,Student,5792.65,4.54
15473,Mortgage,1725.74,4.7
15474,Auto,12959.94,2.51
15475,Student,3115.46,2.22
15476,Mortgage,43183.96,4.64
15477,Mortgage,37097.32,5.82
15478,Student,45193.65,1.32
15479,Mortgage,30574.4,4.47
15480,Auto,45701.76,2.66
15481,Personal,45891.56,4.74
15482,Personal,46639.47,2.09
15483,Auto,38365.1,3.46
15484,Student,43515.52,2.62
15485,Mortgage,35414.49,4.21
15486,Personal,43801.7,4.72
15487,Student,8071.07,3.07
15488,Auto,5688.99,4.88
15489,Personal,23222.5,4.74
15490,Auto,12598.71,4.41
15491,Auto,15365.09,1.55
15492,Auto,23172.97,4.93
15493,Student,26825.8,3.28
15494,Personal,12547.03,2.13
15495,Mortgage,1713.68,5.11
15496,Mortgage,3726.04,3.7
15497,Student,1131.32,4.69
15498,Mortgage,45636.06,3.12
15499,Auto,20179.89,4.98
15500,Auto,44507.04,1.08
15501,Personal,41066.93,4.62
15502,Auto,44136.85,3.57
15503,Auto,27059.71,3.99
15504,Student,14507.54,2.12
15505,Personal,15678.33,4.71
15506,Personal,9421.97,2.02
15507,Personal,25832.04,1.04
15508,Auto,35474.29,2.91
15509,Student,9259.63,2.98
15510,Personal,28825.27,3.47
15511,Personal,48367.99,4.16
15512,Mortgage,40870.8,4.77
15513,Personal,29391.93,1.3
15514,Mortgage,29525.4,3.11
15515,Mortgage,25275.32,5.84
15516,Mortgage,34143.12,5.73
15517,Auto,17963.61,1.89
15518,Auto,48826.13,2.26
15519,Personal,41652.6,1.95
15520,Student,48226.72,1.09
15521,Mortgage,32818.25,4.44
15522,Student,16293.31,1.99
15523,Mortgage,39799.57,3.28
15524,Auto,17449.77,2.96
15525,Mortgage,39578.38,5.14
15526,Personal,14429.67,4.0
15527,Auto,29147.13,4.63
15528,Auto,7600.84,3.76
15529,Personal,41395.86,3.54
15530,Student,31851.69,3.75
15531,Mortgage,38311.0,4.55
15532,Auto,5315.03,2.25
15533,Personal,3930.48,2.29
15534,Student,19475.48,2.55
15535,Personal,20252.65,3.15
15536,Mortgage,27147.72,3.68
15537,Personal,19120.18,3.06
15538,Personal,10566.85,3.29
15539,Mortgage,24241.17,3.85
15540,Personal,21604.68,2.14
15541,Student,22719.5,2.52
15542,Student,15213.69,3.62
15543,Personal,32108.14,2.63
15544,Student,41205.44,3.96
15545,Mortgage,12304.28,3.19
15546,Student,35497.41,2.76
15547,Personal,5458.81,1.18
15548,Personal,11629.6,1.95
15549,Student,5511.57,4.58
15550,Mortgage,18139.45,4.38
15551,Auto,14423.96,4.18
15552,Auto,49837.85,4.79
15553,Personal,9810.82,2.49
15554,Personal,38015.61,2.8
15555,Personal,35768.93,2.05
15556,Personal,4206.66,3.26
15557,Student,19770.81,1.35
15558,Personal,32842.18,1.17
15559,Student,7122.28,3.27
15560,Student,7743.12,1.89
15561,Personal,1650.84,4.88
15562,Auto,24300.93,1.83
15563,Mortgage,17713.02,4.73
15564,Auto,9510.93,4.06
15565,Personal,46273.64,4.92
15566,Student,45475.13,4.66
15567,Personal,5390.78,2.86
15568,Personal,20635.31,3.7
15569,Mortgage,34115.26,5.17
15570,Personal,36450.95,1.79
15571,Personal,27595.06,1.32
15572,Personal,38288.83,4.71
15573,Student,49387.28,4.97
15574,Mortgage,4651.54,5.56
15575,Mortgage,45440.8,4.71
15576,Auto,39593.7,2.72
15577,Student,32865.05,3.04
15578,Personal,42557.39,3.34
15579,Auto,23551.57,2.65
15580,Mortgage,6078.16,4.96
15581,Personal,37688.19,2.97
15582,Student,10491.5,4.17
15583,Auto,34283.86,2.56
15584,Mortgage,22051.12,4.94
15585,Mortgage,2280.55,5.94
15586,Mortgage,16579.98,4.98
15587,Student,5970.15,1.26
15588,Student,20073.38,2.71
15589,Auto,45178.7,4.05
15590,Mortgage,37580.96,3.7
15591,Personal,11779.64,1.78
15592,Student,1894.32,3.7
15593,Auto,30373.34,1.27
15594,Auto,37675.71,1.44
15595,Mortgage,28893.51,4.27
15596,Auto,46554.38,1.33
15597,Personal,48423.07,3.09
15598,Personal,18115.36,1.24
15599,Mortgage,35205.71,3.36
15600,Mortgage,49083.98,5.17
15601,Mortgage,33925.82,3.52
15602,Student,48916.81,2.03
15603,Mortgage,19724.91,3.02
15604,Mortgage,44337.56,4.87
15605,Student,15385.74,3.34
15606,Personal,10494.5,1.66
15607,Auto,40575.99,2.59
15608,Auto,3680.16,2.27
15609,Student,35043.82,4.53
15610,Mortgage,37765.06,5.39
15611,Personal,1359.04,4.58
15612,Mortgage,31491.11,5.64
15613,Student,39346.96,4.45
15614,Personal,43154.34,4.99
15615,Auto,32189.68,3.15
15616,Student,8924.88,3.29
15617,Mortgage,42247.37,3.27
15618,Student,43004.75,4.66
15619,Auto,33047.61,2.33
15620,Student,41810.02,1.7
15621,Mortgage,44960.42,5.13
15622,Personal,14848.74,2.59
15623,Auto,29035.73,3.46
15624,Personal,7560.01,4.9
15625,Auto,30180.21,1.57
15626,Personal,3678.82,4.14
15627,Personal,10498.96,2.68
15628,Auto,42197.02,1.23
15629,Auto,31089.27,1.22
15630,Mortgage,22047.96,4.35
15631,Mortgage,9378.58,3.71
15632,Student,11939.87,4.71
15633,Personal,42512.61,3.36
15634,Auto,7040.98,1.24
15635,Student,41630.27,3.9
15636,Student,31911.21,2.41
15637,Auto,36582.99,1.07
15638,Mortgage,21886.34,4.38
15639,Personal,34458.42,3.32
15640,Auto,38587.8,1.42
15641,Auto,29238.01,1.71
15642,Student,26048.53,3.18
15643,Student,37469.91,1.32
15644,Mortgage,38949.61,3.09
15645,Auto,19729.7,2.51
15646,Auto,42854.16,3.53
15647,Auto,18040.07,3.78
15648,Mortgage,4000.63,3.46
15649,Student,27807.6,2.54
15650,Mortgage,13671.34,3.99
15651,Student,42266.64,4.31
15652,Mortgage,26564.31,4.14
15653,Mortgage,37787.73,5.14
15654,Mortgage,28928.63,5.51
15655,Student,38968.81,2.1
15656,Personal,12042.53,3.28
15657,Mortgage,12375.3,4.41
15658,Student,42243.82,4.73
15659,Mortgage,14203.05,5.53
15660,Auto,48867.14,1.36
15661,Personal,27894.32,3.43
15662,Mortgage,26635.5,5.84
15663,Auto,15862.2,4.06
15664,Auto,20238.16,2.51
15665,Auto,37497.52,3.51
15666,Student,46526.64,1.38
15667,Mortgage,21835.74,5.01
15668,Mortgage,5214.28,3.62
15669,Personal,6658.34,2.63
15670,Auto,4919.01,4.45
15671,Mortgage,21236.36,3.15
15672,Mortgage,24385.96,3.16
15673,Auto,15243.05,4.04
15674,Student,47484.69,1.53
15675,Auto,7528.45,2.12
15676,Personal,9907.19,4.79
15677,Student,39199.45,2.59
15678,Auto,29572.68,4.32
15679,Auto,34092.99,2.36
15680,Auto,9640.86,2.48
15681,Auto,17896.86,4.93
15682,Personal,29688.92,2.06
15683,Mortgage,49869.03,5.5
15684,Auto,45631.92,2.37
15685,Student,2111.26,1.61
15686,Mortgage,13979.97,5.05
15687,Auto,41631.68,3.1
15688,Mortgage,21439.3,5.52
15689,Mortgage,14773.44,3.05
15690,Personal,48510.21,2.93
15691,Student,25106.82,2.25
15692,Mortgage,46395.12,5.15
15693,Mortgage,8065.96,4.12
15694,Student,11700.58,2.57
15695,Personal,33094.72,4.87
15696,Personal,5199.18,2.86
15697,Mortgage,31745.22,4.71
15698,Student,46776.02,2.57
15699,Mortgage,5586.37,4.77
15700,Personal,2301.27,2.62
15701,Mortgage,30980.82,4.1
15702,Auto,25271.43,1.94
15703,Auto,17984.8,3.58
15704,Auto,37888.06,2.38
15705,Mortgage,46866.47,4.34
15706,Mortgage,12157.83,3.46
15707,Personal,37107.04,3.9
15708,Mortgage,25386.08,5.29
15709,Personal,21993.08,4.06
15710,Auto,24475.16,1.62
15711,Mortgage,10654.04,3.91
15712,Auto,19919.53,4.04
15713,Student,35390.26,3.64
15714,Auto,47292.55,4.49
15715,Mortgage,14367.21,3.06
15716,Mortgage,23537.62,4.21
15717,Student,13867.79,4.96
15718,Personal,11477.51,4.89
15719,Mortgage,8881.56,3.66
15720,Mortgage,9073.31,5.86
15721,Personal,2637.75,1.21
15722,Personal,19208.39,1.26
15723,Student,45267.6,2.28
15724,Auto,11927.69,3.75
15725,Student,42520.22,4.43
15726,Mortgage,15383.8,5.68
15727,Auto,16821.08,1.32
15728,Mortgage,3027.16,4.21
15729,Personal,43113.95,3.73
15730,Student,36297.61,1.89
15731,Auto,20530.55,3.61
15732,Personal,49025.98,3.49
15733,Mortgage,7158.87,5.74
15734,Auto,42070.81,1.89
15735,Mortgage,40462.51,3.93
15736,Student,13268.63,1.36
15737,Mortgage,37754.57,5.08
15738,Personal,25838.82,1.93
15739,Mortgage,41176.11,4.71
15740,Mortgage,40478.33,4.05
15741,Personal,16324.16,3.08
15742,Student,22982.91,3.78
15743,Personal,24202.83,1.32
15744,Student,37183.54,4.23
15745,Student,44173.68,4.93
15746,Auto,31261.24,3.4
15747,Mortgage,13727.87,4.84
15748,Auto,13923.23,1.53
15749,Auto,37674.52,3.74
15750,Personal,1694.89,1.65
15751,Auto,39175.51,4.79
15752,Auto,48953.99,3.54
15753,Mortgage,17983.36,5.2
15754,Mortgage,4347.51,5.89
15755,Student,47701.23,4.09
15756,Mortgage,15767.72,4.07
15757,Mortgage,40339.52,4.87
15758,Student,1042.81,3.4
15759,Mortgage,35567.12,5.67
15760,Mortgage,28005.78,4.23
15761,Personal,7796.82,2.64
15762,Mortgage,40033.84,4.49
15763,Personal,48912.71,3.6
15764,Personal,22666.64,4.68
15765,Personal,45782.83,3.43
15766,Auto,5041.32,4.04
15767,Personal,15024.52,2.17
15768,Student,16814.6,4.69
15769,Mortgage,25012.21,4.71
15770,Auto,41969.49,4.89
15771,Student,41348.03,3.81
15772,Student,29504.73,3.18
15773,Mortgage,24342.43,4.71
15774,Mortgage,8185.88,5.71
15775,Mortgage,48865.25,5.46
15776,Auto,23964.48,4.9
15777,Personal,6824.23,3.44
15778,Mortgage,4251.57,5.56
15779,Auto,9305.62,3.16
15780,Auto,14028.91,3.92
15781,Auto,3103.01,4.02
15782,Mortgage,16850.67,5.73
15783,Auto,22021.31,4.32
15784,Auto,49354.47,1.4
15785,Personal,42040.04,4.34
15786,Auto,43708.35,1.87
15787,Personal,2133.0,1.31
15788,Mortgage,34421.4,4.9
15789,Auto,25751.61,4.32
